13992,AV-255550-17,"Beyond the Fence is a locally produced program that features interviews and coverage of public events offering analysis and personal perspectives on the local impacts of US global militarism, especially in the Asia - Pacific region. It also provides accounts of different forms of resistance, decolonisation and sovereignty struggles, and the challenges of building community beyond the fence. Audio podcasts of most episodes are available for free and may be download within five days of the broadcast by going to",open,2017,Vivian Dames,Radio,https://www.npr.org/podcasts/469522396/beyond-the-fence,,Public Radio Guam,,,Beyond the Fence,
13995,AV-255550-17,"Morning radio show featured War in the Pacific. In English, Chamorro, and Carolinian languages.",,2017,"Gordon Marciano, Gary Sword",Radio,,,,,,KKMP morning radio show,
14049,TR-259360-18,"On May 31, 1921, white mobs launched an attack on the Greenwood section of Tulsa, Oklahoma. In less than 24 hours, the mobs destroyed more than 1,000 homes and businesses. It's estimated as many as 300 people were killed. The Tulsa Race Riot is considered one of the worst incidents of racial violence in American history. Olivia Hooker was just 6-years-old at the time. Now, at 103, she is the last surviving witness to the events of that day. This story is part of our new series, Last Witness, portraits of the last surviving witnesses to history.",Open access,2018,Joe Richman,"Radio, Digital File, Web, Other",https://www.npr.org/sections/codeswitch/2018/05/31/615546965/meet-the-last-surviving-witness-to-the-tulsa-race-riot-of-1921,This is a link to the NPR.org story page where the audio is hosted and the print article appears with photographs.,"Nellie Gilles, Sarah Kate Kramer",http://www.radiodiaries.org/tulsa-race-riot/,This is a link to radiodiaries.org story page where the podcast version of this story is hosted along with a slideshow of photographs.,Surviving the Tulsa Race Riot,Nellie Gilles
14050,TR-259360-18,"During the war in Vietnam, there was a notorious American military prison on the outskirts of Saigon called Long Binh Jail. But LBJ wasn't for captured enemy fighters, it was for American soldiers. These were men who had broken military law. And there were a lot of them. As the unpopular war dragged on, discipline frayed and soldiers started to rebel. By the summer of 1968, over half the men in Long Binh Jail were locked up on AWOL charges. Some were there for more serious crimes, others for small stuff, like refusing to get a haircut. The stockade had become extremely overcrowded. Originally built to house 400 inmates, it became crammed with over 700 men, more than half African American. On August 29th, 1968, the situation erupted. This story aired on the 50th anniversary of the Long Binh Jail uprising.",Open Access,2018,Joe Richman,"Radio, Digital File, Web, Other",https://www.npr.org/sections/codeswitch/2018/08/29/642617106/the-forgotten-history-of-a-prison-uprising-in-vietnam,This is a link to the NPR.org story page where the audio is hosted and the web article appears with photographs.,"Sarah Kate Kramer, Nellie Gilles",http://www.radiodiaries.org/prisoners-of-war/,This is a link to the radiodiaries.org story page where the podcast version of the story is hosted along with photographs.,Prisoners of War,Sarah Kate Kramer
14052,TR-259360-18,"On August 6, 1945 the United States dropped an atomic bomb on the city of Hiroshima, Japan. It was the first time a nuclear weapon had been used in warfare. There were three strike planes that flew over Hiroshima that day: the Enola Gay which carried the bomb, and two observation planes, the Great Artiste and the Necessary Evil. But most of the 34 crew-members didn't know that they were carrying the most powerful weapon in the world. Russell Gackenbach was a second lieutenant and a navigator on the Necessary Evil. Today, he is the only surviving member of the mission. This story aired as part of our Last Witness series.",Open Access,2018,Joe Richman,"Radio, Digital File, Web, Other",https://www.npr.org/2018/08/06/636008863/last-surviving-crew-member-has-no-regrets-about-bombing-hiroshima,This is a link to the NPR.org story page where the audio is hosted and the web article appears with photographs.,"Nellie Gilles, Sarah Kate Kramer",http://www.radiodiaries.org/mission-to-hiroshima/,This is a link to the radiodiaries.org story page where the podcast version of the story is hosted.,Mission to Hiroshima,Nellie Gilles
14065,RQ-255726-17,"I was interviewed about our Ancient Graffiti Project on NPR's Radio IQ. The audio is available online, as is a transcription of the program.  Abstract: Scholars from Washington and Lee and the University of Richmond are sharing a surprising discovery – showing and explaining ancient graffiti online.  Rebecca Benefiel has spent more than a decade studying what the people of Pompei and Herculaneum wrote on their walls...",Open access,2018,,"Radio, Web",http://www.wvtf.org/post/virginia-scholars-ancient-graffiti-project,"Radio IQ, National Public Radio",Sandy Housman,,,Virginia Scholars' Ancient Graffiti Project,Sandy Housman
14077,PW-234727-16,Three career academics discuss the current and future role of humanities in higher education. An interview with Patricia Fumerton and Carl Stahmer.,Open access,2018,"Geoffrey Way, Devori Kimbro, Michael Noscka","Digital File, Web",https://www.spreaker.com/show/remixing-the-humanities,Link to podcast listing,SoL-Mates Productions,,,EBBA and the Digital Humanities,"Devori Kimbro, Michael Noscka, Geoffrey Way, Patricia Fumerton, Carl Stahmer"
14132,FZ-256501-17,"A podcast about how Sylvia Plath is not just a ""college girl phase.""",open,2018,Alexis Coe,"Digital File, Web",https://itunes.apple.com/us/podcast/no-mans-land-by-the-wing/id1441459875?mt=2,https://itunes.apple.com/us/podcast/no-mans-land-by-the-wing/id1441459875?mt=2,The Wing,,,Sylvia Plath,Alexis Coe
14425,TR-235124-16,"An auto union worker, a switchboard telephone operator, a press agent…  In the early 1970's, author Studs Terkel went around the country with a reel-to-reel tape recorder interviewing people about their jobs for his book, ""Working."" It was a surprise bestseller. But until now, few of these interviews have ever been heard before.  For decades, the reel-to-reel tapes were packed away in Terkel's home office. Over the past year, Radio Diaries, along with Project&amp;, combed through them to produce a new NPR series. This is the first of a four-part podcast series on The Working Tapes.",open access,2017,Joe Richman,"Digital File, Web, Other",https://radiopublic.com/RadioDiaries/ep/s1!863b9,Link to the story on our podcast.,Nellie Gilles,,,The Working Tapes - Part 1 (Podcast),Nellie Gilles
14426,TR-235124-16,"A Chicago police officer, a female advertising executive, a gravedigger……voices from The Working Tapes.  In the early 1970's, author Studs Terkel went around the country with a reel-to-reel tape recorder interviewing people about their jobs for his book, ""Working."" It was a surprise bestseller. But until now, few of these interviews have ever been heard before. For decades, the reel-to-reel tapes were packed away in Terkel's home office. Over the past year, Radio Diaries, along with Project&amp;, combed through them to produce a new NPR series. This is the second episode of a four-part podcast series on The Working Tapes.",,2016,Joe Richman,"Digital File, Web, Other",https://radiopublic.com/RadioDiaries/ep/s1!f3e73,Link to the episode on our podcast,Nellie Gilles,,,The Working Tapes - Part 2 (Podcast),Nellie Gilles
14427,TR-235124-16,"A private eye, a jockey, a hotel piano player….voices from The Working Tapes.  In the early 1970's, author Studs Terkel went around the country with a reel-to-reel tape recorder interviewing people about their jobs for his book, ""Working."" It was a surprise bestseller. But until now, few of these interviews have ever been heard before. For decades, the reel-to-reel tapes were packed away in Terkel's home office. Over the past year, Radio Diaries, along with Project&amp;, combed through them to produce this series.",,2016,Joe Richman,"Digital File, Web, Other",https://radiopublic.com/RadioDiaries/ep/s1!4ff15,Link to the episode on our podcast,Nellie Gilles,,,The Working Tapes - Part 3 (Podcast),Nellie Gilles
14428,TR-235124-16,"A new story from our series The Working Tapes.  In the early 1970's, author Studs Terkel interviewed the owners of Duke &amp; Lee's Auto Repair in Geneva, Illinois for his book Working. He went to talk to them about fixing cars. What he found was a story about fathers and sons working together… and the tensions within a family business. We at Radio Diaries, went back to Duke &amp; Lee's four decades later and found the family business still intact — tensions at all.  Studs recorded more than 130 interviews for Working, but most of them have never been heard. A few years ago, Radio Diaries and Project&amp; were given access to all the raw field recordings and combed through the archive to produce, The Working Tapes. Find Parts 1 – 3 of that series on past episodes of the Radio Diaries Podcast.",,2016,Joe Richman,"Digital File, Web, Other",https://radiopublic.com/RadioDiaries/ep/s1!1ecee,Link to the episode on our podcast,Nellie Gilles,,,The Working Tapes - Part 4 (Podcast),Nellie Gilles
14429,TR-235124-16,"In 1968, Mexico City was preparing to host the Olympics. It was the first time that a Latin American country would host the Games, and the government was hoping to show off the new, modern, Mexico.  At the same time, student protests were regularly sweeping through the streets of Mexico City. And just 10 days before the Olympics were to begin, on October 2, the Mexican army fired on a peaceful student demonstration in the Tlatelolco neighborhood. The official announcement was that four students were dead, but eyewitnesses said they saw hundred of dead bodies being trucked away. The Tlatelolco Massacre is one of the darkest episodes in Mexican history. Over the years, the death toll isn't the only thing the government has covered up.",,2017,Joe Richman,"Digital File, Web",https://radiopublic.com/RadioDiaries/ep/s1!d0637,Link to the episode on our podcast,Joe Richman,,,Mexico ’68 and the Tlatelolco Massacre (Podcast),Joe Richman
14430,TR-235124-16,"After 146 years, Ringling Brothers and Barnum and Bailey are closing the ‘Greatest Show on Earth.' The elephants have already retired to a farm in central florida. Where will the 400 human cast and crew members go next? Perhaps they'll go just an hour west of that elephant farm…to Gibsonton, Florida. It was once known as the Oddest Town in America. Gibsonton – aka Gibtown – is where the Sideshow went to retire.",,2017,Joe Richman,"Digital File, Web",https://radiopublic.com/RadioDiaries/ep/s1!45e58,Link to the episode on our podcast,Joe Richman,,,The Oddest Town in America (Podcast),Joe Richman
14431,TR-235124-16,"On September 18, 1980, two Air Force mechanics entered the Titan II missile silo in Damascus, Arkansas. While conduct routine maintenance, they dropped a wrench. The wrench set off an explosion which killed one airman, destroyed the entire base, and sent the warhead flying 700 yards where it landed in a ditch. It was an accident that – had the warhead gone off – could have taken out half the state of Arkansas. This is a story of an accident, but it's also a story about the dangers we still live with today, and how hard it is to really comprehend risk and probability when the consequences are almost unimaginable.",,2017,Joe Richman,"Digital File, Web",https://radiopublic.com/RadioDiaries/ep/s1!55a3e,Link to the story on the podcast.,Joe Richman,,,The Dropped Wrench (Podcast),Joe Richman
14432,TR-235124-16,"In 1965, an underground network formed in Chicago to help pregnant women get abortions. At first, they connected women with doctors willing to break the law to perform the procedure. Eventually, they were trained and began performing abortions themselves. The group called itself ""Jane."" Over the years, Jane performed more than 11,000 first and second trimester abortions.",,2018,Joe Richman,"Digital File, Web",https://radiopublic.com/RadioDiaries/ep/s1!176e6,Link to the story on our podcast.,Nellie Gilles,,,The Story of Jane (Podcast),Nellie Gilles
14433,TR-235124-16,"This episode of the podcast is a special, extended version of our broadcast story featuring rare, audio love letters from the 1930s and 40s. We include an interview with Princeton Professor Tom Levin, director of the Phone-Post Archive which houses more than 4,000 of these unique records. Levin shares the historical significance of this ephemeral technology and makes a case for preserving it. We explore more of what the archive has to offer and feature recordings that did not fit into the original broadcast.",,2018,Joe Richman,"Digital File, Web",https://radiopublic.com/RadioDiaries/ep/s1!15c0d,Link to the story on our podcast,Sarah Kramer,,,A Voicemail Valentine - Extended Version (Podcast),Sarah Kramer
14434,TR-235124-16,"Throughout American history, one of the most important job qualifications for the office of President has been knowing how to talk. You have to be able to deliver a speech that will rally the people.  For Lincoln it was: ""Four score and seven years ago,"" FDR had: ""A date which will live in infamy."" JFK asked, ""Ask not what your country can do for you…"" You get the idea.  But one of the most influential speeches in American political history is one most people have never even heard of: William Jennings Bryan's ""Cross of Gold"" speech. In this episode, we bring you the story of Bryan's epic speech, plus the story of the presidential campaign of 1952 when a fondness for oratory doomed the candidacy of Adlai Stevenson.",,2016,Joe Richman,"Digital File, Web",https://radiopublic.com/RadioDiaries/ep/s1!43cf1,Link to the story on the podcast,Sarah Kramer,,,Contenders: Say it Like You Mean it,Sarah Kramer
14435,TR-235124-16,"Gary Bryner tells Studs Terkel about being a union member and working in an auto factory for General Motors. About 40 years later, he reflects on how factory work and the role of unions have changed.  This interview and others that Terkel recorded for his 1974 book, Working, were boxed away in his house until recently, when Radio Diaries and Project&amp; combed through them and produced a series of audio stories, Working Then And Now.",,2016,Joe Richman,Radio,https://www.npr.org/2016/09/29/495916035/working-then-and-now-i-didnt-plan-to-be-a-union-guy,NPR.org story page,Nellie Gilles,http://www.radiodiaries.org/the-working-tapes/,The entire series is available on our website.,The Union Rep (Broadcast),Nellie Gilles
14436,TR-235124-16,"Sharon Griggins was 17 years old and working for Illinois Bell as a telephone operator when she was interviewed by Studs Terkel. For a job that required talking to people all day long, Griggins told Terkel that it was a remarkably lonely profession. This is part of the series, Working Then and Now from Radio Diaries and Project&amp;.",,2016,Joe Richman,Radio,https://www.npr.org/2016/09/27/495671371/teenage-telephone-operator-reveals-loneliness-in-terkels-working,NPR.org story page.,Nellie Gilles,http://www.radiodiaries.org/the-working-tapes/,The entire series is available on our website.,The Telephone Operator (Broadcast),Nellie Gilles
14437,TR-235124-16,"In the 1970's, Studs Terkel interviewed Duke and Lee Singer at their auto repair shop in Geneva, Illinois. He was looking for a story about fixing cars. Instead, he found a story about fathers and sons working together... and the tensions within a family business. Four decades later, Radio Diaries went back and found the family business still intact -- tensions at all. This story aired as a Labor Day special in 2017, part of the Working: Then &amp; Now series.",,2017,Joe Richman,Radio,https://www.npr.org/2017/09/03/548342166/working-together-three-generations-of-family-mechanics,Link to story page on npr.org,Joe Richman,http://www.radiodiaries.org/the-working-tapes/,The entire series is available on our website.,The Auto Mechanics (Broadcast),Joe Richman
14438,TR-235124-16,"In 1971, Studs Terkel interviewed Renault Robinson, one of the city's few black officers. Robinson spoke bluntly about the role of race in urban policing.  This interview and others that Terkel recorded for his book, Working, were boxed away in his house until recently, when Radio Diaries and Project&amp; combed through them and produced a series of audio stories, Working Then And Now.",,2016,Joe Richman,Radio,https://www.npr.org/2016/09/29/495882696/working-then-now-police-officer,NPR.org story page,Sarah Kramer,http://www.radiodiaries.org/the-working-tapes/,The entire series is available on our website.,The Police Officer (Broadcast),Sarah Kramer
14439,TR-235124-16,"In the '70s, Studs Terkel talked to an ad executive, who explained how as a ""token woman"" she had to navigate the male-dominated industry.  This interview and others that Terkel recorded for his 1974 book, Working, were boxed away in his house until recently, when Radio Diaries and Project&amp; combed through them and produced a series of audio stories, Working Then And Now.",,2016,Joe Richman,Radio,https://www.npr.org/2016/09/28/495736384/working-then-and-now-terkel-interviews-token-female-ad-ex,NPR.org story page,Nellie Gilles,http://www.radiodiaries.org/the-working-tapes/,The entire series is available on our website.,The Ad Executive (Broadcast),Nellie Gilles
14440,TR-235124-16,"When he was first interviewed by Studs Terkel in 1971, jockey Eddie Arroyo had been racing for 6 years. He said it was the hardest and most dangerous job he'd ever had.  This interview and others that Terkel recorded for his 1974 book, Working, were boxed away in his house until recently, when Radio Diaries and Project&amp; combed through them and produced a series of audio stories, Working Then And Now.",,2017,Joe Richman,Radio,https://www.npr.org/2016/10/01/496057303/working-then-and-now-a-lucky-jockey-walks-away-from-racing,NPR.org story page.,Joe Richman,http://www.radiodiaries.org/the-working-tapes/,The entire series is available on our website.,The Jockey (Broadcast),Joe Richman
14441,TR-235124-16,"Author Studs Terkel interviewed piano player Hots Michels while entertaining guests at the Hotel Sherman, where he worked for decades.  This interview and others that Terkel recorded for his 1974 book, Working, were boxed away in his house until recently, when Radio Diaries and Project&amp; combed through them and produced a series of audio stories, Working Then And Now.",,2016,Joe Richman,Radio,https://www.npr.org/2016/09/30/496052036/working-then-and-now-a-hotel-piano-player-frustrated-by-his-future,Link to NPR.org story page.,Joe Richman,http://www.radiodiaries.org/the-working-tapes/,The entire series is available on our website.,The Piano Player (Broadcast),Joe Richman
14442,TR-235124-16,"Homer Martinez, a gravedigger and caretaker, tells author Studs Terkel about the unexpected joys of his job at Shalom Memorial Cemetery in Illinois.  This interview and others that Terkel recorded for his 1974 book, Working, were boxed away in his house until recently, when Radio Diaries and Project&amp; combed through them and produced a series of audio stories, Working Then And Now.  In the book, Martinez appeared under the pseudonym, Elmer Ruiz.",,2016,Joe Richman,Radio,https://www.npr.org/2016/10/01/496053981/working-then-and-now-a-gravediggers-unexpected-joys,Link to NPR.org story page.,Sarah Kramer,http://www.radiodiaries.org/the-working-tapes/,The entire series is available on our website.,The Gravedigger (Broadcast),Sarah Kramer
14443,TR-235124-16,"Thomas Fischetti worked as a porter, a baker, a newspaper man and a drunk. As a private investigator in Brooklyn, Ruggiero was hired by companies to root out criminal activity. He tells author Studs Terkel about his job for the book, Working.  In the book, Fischetti appeared under the pseudonym, Anthony Ruggiero.  This interview and others that Terkel conducted for the 1974 book were boxed away in his house until recently, when Radio Diaries and Project&amp; combed through them and produced a series of audio stories, Working Then And Now",,2016,Joe Richman,Radio,https://www.npr.org/2016/10/02/496058932/working-then-now-a-private-eye-roots-out-criminal-activity,NPR.org story page.,Joe Richman,http://www.radiodiaries.org/the-working-tapes/,The entire series is available on our website.,The Private Eye (Broadcast),Joe Richman
14444,TR-235124-16,"Eddie Jaffe was a press agent ""legendary for his lost causes, chutzpah and angst,"" according to his obituary in the New York Times. He represented Broadway and Hollywood stars. In his interview with Terkel, Jaffe looked back on his career and wondered if somehow he had made the wrong choice.",,2016,Joe Richman,Radio,https://www.npr.org/2016/09/30/494742224/meet-some-of-the-voices-from-working-then-and-now,The homepage for the Working Series featuring the story of Eddie Jaffe,Nellie Gilles,http://www.radiodiaries.org/the-working-tapes/,The entire series is available on our website.,The Press Agent,Nellie Gilles
14445,TR-235124-16,"Nowadays we're very accustomed to recording and hearing the sound of our own voices. But in the 1930s many people were doing it for the first time. And a surprising trend began. People started sending their voices to each other, through the postal service. It was literally: Voice-Mail. This story explores an archive of this ephemeral technology.",,2018,Joe Richman,Radio,https://www.npr.org/2018/02/14/585776715/voice-in-the-mail-audio-love-letters-were-hot-in-the-1930s-and-40s,NPR.org story page.,Sarah Kramer,,,A Voicemail Valentine (Broadcast),Sarah Kramer
14446,TR-235124-16,"In 1921, music publisher Harry H. Pace started the first major black-owned record label in the United States. In just two years, Black Swan Records released more than 180 records and helped launch the careers of Fletcher Henderson and Ethel Waters. But when Black Swan folded, Pace's life took a turn and he began passing for white. This story goes back to a pivotal moment in music history and the effect it had on one family's identity. Black Swan Records will air on NPR in Spring 2019. We are including a sample of the story here.",Private Soundcloud Link,2019,Joe Richman,"Radio, Web",https://soundcloud.com/radio-diaries/black-swan-records neh-sample,Link to a private soundcloud page with an audio sample from the story.,Nellie Gilles,,,Black Swan Records (Sample),Nellie Gilles
14447,TR-235124-16,"In 1968, a white journalist named Grace Halsell took a medication called psoralen to darken her skin. She spent 6 months in Harlem and Mississippi passing as a black woman, and documented her experience in a controversial book entitled Soul Sister. This story delves into Halsell's work and her complicated legacy. Soul Sister will air on NPR in Spring 2019, we are including a sample of the documentary here.",Private soundcloud link,2019,Joe Richman,"Radio, Web",https://soundcloud.com/radio-diaries/soul-sister-neh-final-report-sample,Private link to Sound Cloud with an audio sample of the story.,Sarah Kramer,,,Soul Sister (Sample),Sarah Kramer
14487,ZR-256766-18,"This press release announces creation of a new web page that contains audio we are showcasing to give the public attending (est 10K) the Harris Hill Ski Jump a sense of what's to come as we create our Brattleboro Words Trail, a culminating mapping of the Brattleboro Words Project (shorthand for People, Places and History of Written Word in Brat., VT).  We will have a tent at the event and offer 'listening stations' to visitors who will learn of the Project and it's goals.",Open Access,2019,Lissa Weinmann,"Radio, Digital File, Web",http://http://brattleborowords.org/project/harris-hill/,,Reg Martell,,,Harris Hill Memoir Audio Showcases Words Project,
14687,FZ-231375-15,"Radio interview with Christina Thompson, author of Sea People",open access,2019,Jamie Bologna,"Radio, Web",https://www.wbur.org/radioboston/2019/03/29/mysteries-polynesia-settled,,Walter Wuthmann,,,The Enduring Mysteries of How Polynesian Was Settled,
15024,TR-259360-18,"On June 15, 1904, a steamship called the General Slocum left the pier on East Third Street in New York City just after 9 AM. The boat was filled with more than 1,300 residents of the Lower East Side. Many of the passengers were recent German immigrants who were headed up the east river for a church outing, a boat cruise and picnic on Long Island. But they would never make it. We interviewed the last living survivor of the General Slocum, Adella Wotherspoon, when she was 100 years old. Today we're bringing you her story as part of our series, Last Witness. Plus, a portrait of the last civilian lighthouse keeper in the U.S.",Open access,2018,Joe Richman,"Digital File, Web",https://beta.prx.org/stories/253590,This is a link to PRX (Public Radio Exchange) where our podcast is hosted.,"Sarah Kate Kramer, Nellie Gilles",http://www.radiodiaries.org/general-slocum/,This is a link to radiodiaries.org page where the podcast version of this story is hosted along with a slideshow of photographs.,The General Slocum,Joe Richman
15025,TR-259360-18,"A record-breaking number of women ran for Congress in the midterm elections this November. There are 257, dwarfing all previous years. And in 2020, we'll likely see a record number of women running for President as well. It's a historic moment for women in politics. But what many people don't know is that - over the years - there have actually been more than 35 women who have run for President. Today on the show we have three stories of women who launched bids to be President of the United States: Victoria Woodhull, Margaret Chase Smith, and Shirley Chisholm.",,2019,Joe Richman,"Digital File, Web",https://beta.prx.org/stories/257139,This is the link to PRX (Public Radio Exchange) where our podcast is hosted.,"Nellie Gilles, Sarah Kate Kramer",http://www.radiodiaries.org/campaigning-while-female/,This is the link to the story page on the Radio Diaries website.,Campaigning While Female,Nellie Gilles
15948,FEL-257427-18,"RadioCIAMS is a podcast series produced by the Cornell Institute of Archaeology and Material Studies.  In this episode, we discussed my work on Maya carved lintels, the challenges of seeing lintels in their original contexts, and the implications for art history and archaeology.",Open access,2019,,Web,https://archaeology.cornell.edu/radio-ciams-archive,RadioCIAMS Archive,,,,Radio CIAMS Podcast,
15951,PY-258633-18,"The project, a collaboration between the Special Collections and Archives Department of the University of Wisconsin-Eau Claire's McIntyre Library, the Chippewa Valley Museum, the University of Wisconsin-Eau Claire's History Department, and Blugold Radio, LLC., aimed to document and better understand the late 19th and early 20th century music scene in Eau Claire, Wis. and the broader Chippewa Valley region. A total of 39 oral history interviews were collected.",Open access,2017,Dan Ott,"CD, Digital File",http://soundsofeauclaire.omeka.net/,Sounds of Eau Claire,Scott Morfitt,,,"Sounds of Eau Claire Oral History Project, 2017-18",
15957,GW-254115-17,"Hit Parade examined contemporary issues of gentrification, eviction, and neighborhood change through an engagement with local music history.",LP vinyl record,2017,Josh Kun,Other,http://publicknowledge.sfmoma.org/hit-parade/,Primary site for Hit Parade information and links,"Dominic Willsdon, Deena Chalabi",,,Hit Parade,
16069,RQ-255726-17,"I was interviewed by National Geographic and discussed what study of ancient graffiti can contribute to our understanding of Pompeii. The program will be broadcast this winter as part of Season 2 of National Geographic's podcast, ""Overheard"".",open access,2019,Peter Gwin,"Radio, Digital File",https://www.nationalgeographic.com/podcasts/overheard/,"Exploring the ancient Maya Cave of the Jaguar God. The graffiti of Pompeii. Searching for alien life underground. Each week we’ll dive into one of the curiously delightful conversations we’ve overheard around National Geographic’s headquarters. You’ll be introduced to the explorers, photographers and scientists at the edges of our big, bizarre, and beautiful world.",Emily Ochsenschlager,,,"National Geographic Podcast ""Overheard""",
16117,TR-259360-18,"On February 20, 1939, the marquee of Madison Square Garden was lit up with the evening's main event: a ""Pro-American Rally."" The organizers had chosen the date in celebration of George Washington's birthday. 20,000 men and women streamed inside and took their seats. The view they had was stunning: a 30-foot-tall banner of Washington hung between American flags and two huge swastikas. It was the eve of World War II. The rally was sponsored by the German American Bund, one of several American organizations that openly supported Fascism and Hitler. Eighty years later, we tell the story of the rally at The Garden.",Open access,2019,Joe Richman,"Radio, Digital File, Web, Other",https://www.npr.org/sections/codeswitch/2019/02/20/695941323/when-nazis-took-manhattan,This is a link to the NPR.org story page where the audio is hosted and the print article appears with photographs and film footage.,"Sarah Kate Kramer, Nellie Gilles",http://www.radiodiaries.org/nazis-took-manhattan/,This is a link to the radiodiaries.org story page where the podcast version of this story is hosted.,When Nazis Took Manhattan,Sarah Kate Kramer
16377,RQ-249784-16,"This CSO album includes performances of Gershwin's An American in Paris, in both its uncut version and the final, Gershwin-approved cut. This is the premiere recording of both versions, and it earned a 2020 Grammy nomination. This recoridng did not receive funding from the NEH, but was based on the score materials made possible by the Gershwin Initiative through NEH funding.",Requires purchase of album.,2019,Louis Langree,"CD, Digital File, Web",http://transatlantic.cincinnatisymphony.org/,This is the CSO's primary page for the album.,"Cincinatti Symphony Orchestra, Naxos",,,Transatlantic: Gershwin/Varese/Stravinsky,
16414,PY-258723-18,"This radio segment features Folklife Director, Karen ""Queen Nur"" Abdul-Malik  of Perkins Center for the Arts discussing the Tastefully South Jersey Exhibition, including conducting fieldwork and research for the project.",,2018,Bob Mann,Web,http://https://njhumanities.org/grantee-spotlight-montclair-state-university-perkins-center-arts/,New Jersey Council for the Humanities Radio Station archives.,NJCH,,,Grantee Spotlight WFDU 89.1,Karen Abdul-Malik
16681,RZ-255733-17,Lively examination of the role of African American women in the voting rights movement from the 1960s through today.,open access,2019,Danita Mason-Hogans,Web,http://snccdigital.org/resources/podcasts/,,"Rebekah Barber, Arthur Braswell, Ajamu Dillahunt-Holloway, Amelia Hayes, Wesley Hogan, Sunny Osment",,,Electoral Prowess: Black Women,"Ajamu Dillahunt Holloway, Sunny Osment, Amelia Hayes, Rebekah Barber, and Aaron Keane"
16682,RZ-255733-17,Ballots make budgets. The role of the vote in grassroots democracy.,open access,2019,Danita Mason-Hogans,Web,http://snccdigital.org/resources/podcasts/,,"Rebekah Barber, Ajamu Dillahunt-Holloway, Amelia Hayes, Wesley Hogan, Sunny Osment, and Tim Tyson",,,When You’re Hungry and Need Something to Eat : Building Power,"Ajamu Dillahunt Holloway, Sunny Osment, Amelia Hayes, and Rebekah Barber"
16684,RZ-255733-17,"Intergenerational organizing for the vote, and the role of Historically Black Colleges and Universities (HBCUs) in building and sustaining citizens for democratic life.",open access,2019,Danita Mason-Hogans,Web,http://snccdigital.org/resources/podcasts/,,"Rebekah Barber, Ajamu Dillahunt-Holloway, Amelia Hayes, Wesley Hogan, Sunny Osment, Tim Tyson",,,Keeping the Story Before Us : HBCUs and Voting Power,"Ajamu Dillahunt-Holloway, Sunny Osment, Amelia Hayes, and Rebekah Barber"
16762,TR-266347-19,"Using Forensic Linguistics to decode an anonymous writer's identity on NPR/WBUR's Here &amp; Now 11/18/19  A Dying Language of Enslaved Africans Lives on at Harvard on NPR's Weekend All Things Considered 12/29/19  Is the polyglot brain different? MIT researchers are trying to find out: The World 2/11/20  How to Learn a Language Like a Mormon on NPR/WBUR's Here &amp; Now 2/17/20  The Netherlands to immigrants: Speak Dutch on The World 4/24/20  Fires, orchestras, parachutes. Some other ways to describe coronavirus, besides war on The World 4/28/20  Two bilingual comedians reshape their acts during lockdown on The World 5/26/20  Finland's national word ‘sisu' conjures new meanings for tough times on The World 7/22/20  New Orleans Dialect Threatened by Population Loss Post-Katrina on NPR/WBUR's Here &amp; Now 9/1/20  The origin of Nicaraguan Sign Language tells us a lot about language creation on The World 9/29/20  What Does It Mean To ‘Sound Black'? on NPR/WBUR's Here &amp; Now 10/12/20",radio broadcast,2020,Patrick Cox,Radio,,All URLs for each radio segment are included in the abstract above.,Patrick Cox,,,Subtitle radio broadcasts (multiple listed in abstract below),Patrick Cox
16854,PY-258635-18,"The FBI has joined the investigation into the murder of three women and six children in Northern Mexico last week by suspected cartel gunmen. The victims were dual US-Mexico citizens from a community that identifies as ""Mormon"" but is not affiliated with the Church of Jesus Christ of Latter-day Saints. Last week on Top of Mind, we spoke with an expert on the independent –or fundamentalist –Mormon communities in Mexico –some who practice polygamy, some who don't. There's also a community of Mormons who are actively affiliated with the Church of Jesus Christ of Latter-day Saints and have been rooted for generations on both sides of the US-Mexico border. They are a fascinating example of the way many people living at border see it as a fluid boundary, not at all clear-cut.",The URL is open-access but to listen to it on the radio requires a Sirius XM subscription.,2019,,"Radio, Web",http://www.byuradio.org/episode/f2e678d7-6323-4718-a7c8-767e8d6388f3/top-of-mind-with-julie-rose-latin-america-precrastination-mormon-colonies?playhead=1978&amp;autoplay=true,"This link is to the ""Top of Mind"" website and is the link to the show on which Lisa Elliott is featured talking about the Mormon Colonies.",,,,"Top of Mind ""Mormon Colonies: Mormons in the US-Mexico Borderlands"" (32:58)",
16875,AD-264075-19,"Interview with Amos Weiss, tribal elder",Open Access,2019,Wendy Greenberg,Digital File,https://www.rlnc.education/studio-rlnc,,Jacob Starks,,,The Gekendaasowin Podcast: Podcast One,
16877,AD-264075-19,"Oral history interview with tribal elder, Amos Weiss",Open Access,2019,Wendy Greenberg,Digital File,https://www.rlnc.education/studio-rlnc,"Red Lake Nation College Website page, Studio RLNC hosts podcasts for the project",Jacob Starks,,,The Gekendaasowin Podcast: Podcast One,
