10792,RQ-50570-11,"Dr. Paul Israel will present a slide talk highlighting some of the key events covered by the forthcoming Volume 8, New Beginnings ( 1885–1887) of The Papers of Thomas A. Edison.",Paul Israel,06/15/2013,"Thomas Edison National Historical Park, West Orange, NJ",,,,,Volume 8: Some Highlights from the Papers of Thomas A. Edison
10794,RQ-50570-11,Dr. Paul Israel will present a slide talk on the history of Edison's West Orange Laboratory.,Paul Israel,06/16/2012,"Thomas Edison National Historical Park, West Orange, NJ",,,,,"Edison’s West Orange Laboratory,"
9749,CH-50277-06,"The week-long symposium featured a distinguished cast of seven speakers, giving lectures or engaging in debate over the space of five days. Adam Gopnik,, staff writer of the New Yorker, returned to Lexington engage in a debate with Joan Connelly of New York University and the Institute for Advanced Studies at Princeton, over the future of the Parthenon or Elgin Marbles: whether they should be returned to Greece or remain housed in the British  Museum. A similar debate over the role of museums in the preservation of cultural property took place as James Cuno, President and Director of the Art Institute of Chicago, debated with lawyer and archaeologist Patty Gerstenblith of DePaul University. Wednesday's event featured Kwame Anthony Appiah of Princeton University.","Adam Gopnik, Joan Connelly, James Cuno, Patty Gerstenblith, Kwame Anthony Appiah, Monica Udvardy",10/18/2010,University of Kentucky campus &amp; Transylvania University campus,http://www.uky.edu/academy/bale-boone,Site provides info on all Bale Boone Symposia.,,,"2010 Bale Boone Symposium: Art, Ownership, &amp; Cultural Property"
9750,CH-50277-06,"This five-day symposium offered five presentations and discussions of the impact of Darwinian thought on science, humanities, and culture. Featured events included evening lectures by distinguished scholars and authors such as Adam Gopnik of the New Yorker, Barry Werth, author of Banquet at Delmonico's: Great Minds, the Gilded Age, and the Triumph of Evolution in America, and Kenneth R. Miller of Brown University, author of numerous biology textbooks and such books as Only A Theory: Evolution and the Battle for America's Soul.","Adam Gopnik, Barry Werth, Kenneth R. Miller, James Krupa, Jonathan Gottschall",10/16/2009,University of Kentucky campus,http://www.uky.edu/academy/bale-boone,Provides info on all Bale Boone Symposia.,,,"2009 Bale Boone Symposium: Science, Humanities, &amp; Culture: In the Wake of Darwin"
9756,CH-50277-06,"Lexington's Mayor Jim Gray and Mayor Wade Troxell of Fort Collins, CO discuss the value of being a ""university city.""","Wade Troxell, Jim Gray, Scott Shapiro",04/07/2016,"Lexington, KY",http://www.uky.edu/academy/lafayette,Site provides information about all Lafayette Seminars in Public Issues and links to videos in the instances when those events were recorded.,,,Lafayette Seminar in Public Issues 2016: University Cities: A Conversation with Mayors
9757,CH-50277-06,"The three-part seminar this fall, beginning Sept. 24, will feature Robert Egger, founder of DC Central Kitchen; a panel discussion on the farm-to-table movement; and a panel discussion on the use of local food in large institutions.","Robert Egger, Jim Embry, Karen Moskowitz, Mac Stone, Ashton Potter, Rona Roberts",09/24/2014,"Lexington, KY",http://www.uky.edu/academy/lafayette,Site provides information about all Lafayette Seminars in Public Issues and links to videos in the instances when those events were recorded.,,,Lafayette Seminar in Public Issues 2014 (fall): The Power of Food
9758,CH-50277-06,"Creative placemaking is an emerging urban strategy that has gained momentum nationally but its influence can be seen right here in Lexington on North Limestone (NoLi) and in the Jefferson/West Sixth Street corridors. During her visit to Lexington, Nicodemus, a choreographer turned urban planner and author, will give her insights into this emerging field of community development. Cities, especially small to mid-size cities, are using the strategy to establish themselves as creative centers thereby enhancing their chances of luring creative professionals and entrepreneurs.&#x0D; &#x0D; Later that afternoon, the public is invited to a free panel discussion on the urban strategy beginning at 4 p.m. Thursday, at the Downtown Arts Center, located at 141 East Main Street. For this discussion, Nicodemus will be joined by a representative of the NoLi CDC; Ben Self, of West Sixth Brewing and the Bread Box; Louis Johnson, of Lord Aeck Sargent; Professor Ron Hustedde, of UK College of Agriculture, Food and Environment's Department of Community Leadership and Development; Chris Westover, of McBrayer McGinnis Leslie and Kirkland PLLC; and Jeff Fugate, president and COO of Lexington Downtown Development Authority.","Anne Gadwa Nicodemus, Ben Self, Louis Johnson, Ron Hustedde, Chris Westover, Jeff Fugate",03/27/2014,"Lexington, KY",http://www.uky.edu/academy/lafayette,Site provides info for all Lafayette Seminars in Public Issues and their videos.,,,Lafayette Seminar in Public Issues 2014 (spring): Creative Placemaking Symposium
9759,CH-50277-06,"Two speakers discuss (followed by community Q&amp;A) the Town Branch Project, a downtown history, parks, and economic revitalization project in Lexington, KY","Van Meter Petit, Stan Harvey",01/02/2013,University of Kentucky campus,http://www.uky.edu/academy/lafayette,Site provides info on all Lafayette Seminars and links to videos.,,,"Lafayette Seminar in Public Issues 2013: Vision to Action II: The Town Branch Commons: Vision, Design, Build"
9760,CH-50277-06,A three-part public conversation about best practices in design and development including their relationship to Lexington's Design Excellence Task Force report.,"Robert Gibbs, Daniel K. Slone, Dhiru A. Thadani, Tom Blues",02/20/2012,"Lexington, KY",http://www.uky.edu/academy/lafayette,Provides info about all Lafayette Seminars and links to videos.,,,Lafayette Seminar in Public Issues 2012: Vision to Action: Design Excellence &amp; Economic Developmen
9761,CH-50277-06,"Revising the important topic of town-gown relations seven years after our second seminar on this subject, the 2011 LSPI looked at how universities and colleges can help shape the communities they call home.&#x0D; &#x0D; The 2011 Lafayette Seminar opened with the talk ""How Great Universities Can Shape Great Cities"" by Omar Blaik, president and CEO of U3 Ventures LLC, a real estate development and advisory firm solely focused on developing the university market. The second day featured a panel discussion on University-Community Engagement Models.","Omar Blaik, Kremena Todorova, Kurt Gohde, Bob Kelly, Leah Ashwill, Nadia DeLeon, Paul Markham, Terry Shoemaker",02/16/2011,"Lexington, KY",http://www.uky.edu/academy/lafayette,Site provides information on all LSPI and video links.,,,Lafayette Seminar in Public Issues 2011: Town &amp; Gown III: The University-Neighborhood Connection
9762,CH-50277-06,"This two-part event opened with Charleston's long-serving Mayor Joseph P. Riley sharing his insights about building and maintaining a livable city—his leadership of and vision for Charleston's growth while preserving its historic character downtown. The following week, Lexington's four candidates for mayor responded to Mayor Riley's presentation about livable cities, giving insight into their visions for &#x0D; Lexington's growth and vitality in the coming years.","Jim Gray, Theresa Isaac, Jim Newberry, Skip Horine, Joseph P. Riley",03/03/2010,"Lexington, KY",http://www.uky.edu/academy/lafayette,Provides info on all LSPI and video links.,,,Lafayette Seminar in Public Issues 2010: Smart Growth Mayoral Forum
10795,RQ-50364-09,"Dr. Paul Israel will talk about Edison's efforts to install a central station plant in Newburgh, NY.",Paul Israel,06/23/2013,"Newburgh Heritage Center, Newburgh, NY",,,,,Electrifying Newburgh
10796,RQ-50364-09,Dr. Paul Israel will give a talk on lessons from Edison about the process of invention and innovation.,Paul Israel,06/26/2011,"Thomas Edison National Historical Park, West Orange, NJ",,,,,Innovate Like Edison
10798,RQ-50364-09,Dr. Paul Israel will give a talk on Edison as an innovator and lead a tour of Edison's West Orange Laboratory.,Paul Israel,04/04/2011,"Thomas Edison National Historical Park, West Orange, NJ",,,,,Edison as Innovator
9763,CH-50277-06,"The 2009 Lafayette Seminar explored the role of community gardening in strengthening the city of Lexington.  Community gardens are known to improve the health of residential communities, and our city has seen several inspiring community gardens take root and flourish, and the seminar asked, ""How can Lexingtonians build on those successes as we continue to define and shape our downtown?"" Will Allen, 2008 MacArthur Genius Fellow and founder and CEO of Growing Power, a national not-for-profit organization supporting the development of community food systems, discussed his experience in farming, marketing, and distributing food and the importance of local, national, and global efforts in getting ""good food"" to all people worldwide. Responses were given by Knox van Nagell, director of the Fayette Alliance, Lexington's land-use advocacy organization dedicated to protecting our renowned rural landscape in Fayette County and strengthening the city of Lexington through promoting innovative infill redevelopment and adequate infrastructure, and Rebecca Self, education director of Seedleaf, a non-profit organization working in multiple sites in Lexington to promote a local food system, work for nutritional justice, teach and model environmental stewardship, and preserve and develop interpersonal connections across barriers of race, age, and socioeconomic status by installing and maintaining community gardens.","Will Allen, Knox Van Nagell, Rebecca Self",04/13/2009,"Lexington, KY",http://www.uky.edu/academy/lafayette,Provides info on all LSPI and links to videos.,,,"Lafayette Seminar in Public Issues 2009: Growing Power, Growing Neighborhoods: Will Allen and Community Gardens"
9772,FS-50176-08,"The lecture on ""Dante, Vision, and the Afterlife"" situates the Florentine poet within his broader historical context and examines how he understood the term ""vision"" both in its more general sense of ""seeing"" and in its more restricted sense of a ""revelatory"" experience. Finally, the lecture presents Dante's great poem as the consummate literary and visionary product of the Middle Ages.",Christopher Kleinhenz,11/11/2015,Dominican University,,,,,"""Dante's Vision of the Afterlife"""
9773,FS-50176-08,"This richly illustrated lecture will examine the written accounts and visual representations of Hell from Classical Antiquity through the Renaissance. The primary focus will be on Dante's conception of the afterlife and, in this first presentation, on his construction of the Inferno and the ordering of sins and their punishments. We will consider how Dante's vision was shaped in part by the previous tradition but also how it quickly became recognized as a unique and enduring representation of the infallible operation of Divine Justice in the universe. We will also consider the extensive visual influence of Dante's poem on the figurative arts, as well as its voluminous illustrative tradition, ranging from medieval manuscript illuminations to modern interpretations.",Christopher Kleinhenz,4/13/2015,University of New Mexico,,,,,“Dante’s Vision of Earth: The Inferno and the Earthly City as the Land of the Dead”
9775,FS-50176-08,"This illustrated lecture looks at the written and visual traditions of Purgatory (very limited) and Paradise and their influence on Dante. In the Florentine poet's day Purgatory was a fairly recent and underdeveloped idea; as a result, Dante enjoyed great artistic/poetic freedom in his invention of this transitional realm of the afterlife. We consider the many challenges Dante faced in composing Paradise, and specifically how to maintain the narrative of the pilgrim's physical journey through the heavenly spheres and how to invent a language and a set of images that would convey the extraordinary and ineffable experience of Paradise concluding with the beatific vision of the Triune God. We examine the large body of illustrative materials that accompany Dante's poem from early manuscript illuminations to the present.",Christopher Kleinhenz,4/16/2015,University of New Mexico,,,,,“Dante’s Vision of Heaven: Purgatory and Paradise as the Lands of the Living”
9776,FS-50176-08,"In 2021 we mark the seven-hundredth anniversary of Dante's death, and it would appear that, even after seven centuries, his masterpiece, the Divine Comedy, will continue to be the focus of academic discussions and research and to exert its hold on the popular imagination in films, novels, and computer games that draw their inspiration from it. This presentation briefly examines the historical, socio-political, literary and artistic contexts in which Dante lived and wrote and, moreover, investigates the many reasons for his and his poem's initial and continuing importance in Western civilization. It seeks answers to a number of questions, among which the following: Who was Dante Alighieri and why did he write the Comedy? Why should his poem have had such great and enduring success? How and why are Dante and the Comedy still relevant in the modern world? In the course of the richly illustrated presentation we consider many examples of Dante's influence on literary, artistic and popular cultures over the centuries, with special attention to his impact on contemporary society.",Christopher Kleinhenz,4/3/2014,"Madison, WI",,,,,"“Dante, Florence, Italy: Then and Now”"
9777,PW-51517-14,N/A,Patricia Fumerton,3/7/2014,UC Santa Barbara,,,,,The Digital Recovery of Moving Media: EBBA and the Early English Broadside Ballad
9779,PW-51517-14,N/A,Carl Stahmer,5/1/2015,"Oakland, CA",,,,,BIBFLOW: Analysis of Library Workflows in a BIBFRAME Cataloguing Environment
9802,HD-51538-12,"Theme: ""What Do Users Want: A Discussion""&#x0D; Speaker: Andrew Schocket, director, American Culture Studies, assoc. professor of history and American&#x0D; culture studies, Bowling Green State University.&#x0D; Schocket will report on results gathered from the Scholars' Dashboard project--a series of three workshops, teaming humanities scholars, librarians, and technologists in innovative application development to optimize use of humanities collections. The workshop produced technical requirements for a Scholars' Dashboard which might be considered for any online digital humanities repository. http://www.scholarsdashboard.org/&#x0D; The second half of the presentation session will allow attendees to discuss their own experiences in reaching out to user communities to solicit feedback, how that data has been used to guide digital programs, and what opportunities remain to learn more about how we can better serve our users.",Andy Schocket,11/19/14,"Ohio History Center, 3rd floor, 800 E. 17th Ave. Columbus, OH",http://ohiodig.org/files/ohiodig meeting 20141119 notes.pdf,Notes from OhioDIG Meeting,,,“What Do Users Want: A Discussion”
9803,HD-51538-12,"Video at Big Data Day @ Bowling Green University, available on iTunes U.",Andy Schocket,1/25/2013,Bowling Green State University,https://itunes.apple.com/us/itunes-u/big-data-day-bowling-green/id596748611?mt=10,"iTunes U Video, Professor Andy Schocket",,,The Scholar's Dashboard: Building Digital Tools to Answer Humanistic Questions
9838,ES-50571-14,"Keynote address examines the public commemorations and remembrances of Reconstruction alongside the Lost Cause in American historiography, 1865-2015.",J. Brent Morris,3/24/2016,"Beaufort, SC",http://www.palmettohistory.org/confederation/2016RegistrationPacket.pdf,Confederation of South Carolina Local Historical Societies annual meeting program,,,"Keynote Address at the Landmark Conference for the Confederation of South Carolina Local Historical Societies, “Reconstructing Reconstruction: 150 Years of Remembering and Forgetting the Post Civil War Era,” March 24, 2016)."
9839,HD-51709-13,"Explore new technology that makes it possible to unearth hidden writings from ancient manuscripts in our libraries. What if we could read the lost writings of ancient Jews and Christians? What could we learn from the revelations and interpretations that were rejected by the Christians under the Roman Empire? In the past, new discoveries of early writings came from digging in caves and graves. This class will demonstrate the images that are allowing scholars and the general public to see beyond the visible. Participants will have opportunities to interact with the stunning digital copies of ancient artifacts that cast new light on lost forms of Judaism and Christianity.",Todd Hanneken,10/25/2015,"Source of Light Center, San Antonio, TX",http://www.upcsa.org/sol-calendar/2015/10/17/new-light-on-lost-writings-of-early-judaism-and-christianity,Event advertisement,,,New Light on Lost Writings of Early Judaism and Christianity
9970,FS-50342-13,"""Exacting Consent,"" Liberal Arts Lecturer for 2015-16 at Western Washington University, Bellingham, WA, April 2016.","Somerset, Fiona",04/01/2016,"Bellingham, WA",,,,,"“Exacting Consent,” Liberal Arts Lecturer for 2015-16 at Western Washington University, Bellingham, WA, April 2016."
9973,FS-50342-13,"""Early, Late, and Often: repetition and revision in medieval poetry of social protest,"" 45 minute lecture at the University of Mississippi, February 2015","Somerset, Fiona",02/01/2015,"Oxford, Mississippi",,,,,"“Early, Late, and Often: repetition and revision in medieval poetry of social protest,” 45 minute lecture at the University of Mississippi, February 2015"
9974,FS-50342-13,"""Complaining about the King in French,"" 45 minute lecture at the University of Virginia, September 2014","Somerset, Fiona",09/15/2014,"Charlottesville, VA",,,,,"“Complaining about the King in French,” 45 minute lecture at the University of Virginia, September 2014"
10035,FB-52344-06,"This talk introduces Cognitive Pluralism, the view that we understand the world through a variety of idealized, domain-specific models, and explores its implications for semantics, epistemology, and metaphysics.",Steven Horst,3/17/2014,"University of Stirling, UK",,,,,Cognitive Pluralism
10114,FT-53978-06,"Panel Discussion sponsored by the Library of Congress and SAIS Center for Transatlantic Relations in Washington, DC. I spoke on Bosnia-Herzegovina under the Austro-Hungarian Empire and the impact of the Sarajevo assassination.&#x0D; Gerard Toal (Virginia Tech), Paul Miller (McDaniel College) and retired US Ambassador Jacques Paul Klein discuss the territorial and ethnic conflicts that led to the assassination of Archduke Franz Ferdinand in Sarajevo on June 28, 1914, and how Europe's great powers over-reacted, leading to ""the Great War."" The speakers then show how the First World War has affected the subsequent history of Europe, through the Second World War, through the Cold War, down to the present. Other presenters included Andras Simonyi, Erdal Trhulj and Jadranka Negodic.",Paul Miller,09/16/2014,"Library of Congress (Washington, DC)",http://www.loc.gov/today/cyberlc/feature wdesc.php?rec=6624,,,,"1914–2014, A Retrospective from the Beginning of World War I to the Present"
10167,RQ-50719-13,"""Born in Concord, Mary Moody Emerson (1774-1863) grew up in near by Malden, Massachusetts, but her connection to her native town remained close throughout her life. The aunt of Transcendentalist Ralph Waldo Emerson, Mary Emerson was a brilliant intellectual in her own right. Not only did Bronson Alcott and Henry Thoreau compliment her ""wit and genius,"" but Henry Thoreau also called Emerson at age eighty-one ""the youngest person in Concord."" Mary Emerson's most significant writings are a series of unpublished manuscript journals, which she kept for over half a century. In this talk, Sandra Petrulionis will discuss her collaboration with Noelle Baker to produce a digital edition of these writings, Mary Emerson's long history with Concord, and her overall significance to American women's intellectual history.""",Sandra Harbert Petrulionis,07/26/16,"Concord Museum, Concord Massachusetts",http://www.concordmuseum.org/calendar.php,Concord Museum calendar of events,,,"""A Lady of Much Wit and Genius"": Mary Moody Emerson in Concord"
10171,HD-51852-14,City Narratives (invited lecture),Felecia Lucht,4/15/2015,University of North Dakota,,,,,City Narratives
10182,HD-51852-14,"Presentation for the Digital Humanities @ Wayne group entitled, Ethnic Layers of Detroit: Experiencing Place through Digital Storytelling","Sangeetha Gopalakrishnan, Laura Kline",4/21/2016,"Humanities Center, Wayne State University, Detroit, MI",,,,,Ethnic Layers of Detroit: Experiencing Place through Digital Storytelling
10193,FA-54864-09,"n Tunisia, trance rituals animated by praise songs to Sufi saints are not exclusive to members of Sufi orders or participants in Sufi ceremonies. Rather, a number of distinct healing and devotional musical traditions co-exist, each associated with particular social and devotional communities. In this paper I bring together four such traditions, namely, those of women, the Jewish community, Tunisians of sub-Saharan descent, and hard-drinking laborers, to demonstrate how each of their musical practices serves as a musical, social, and devotional niche while contributing to a larger ecology of Sufi music that also includes the great variety of Sufi rituals as well as staged concerts. More specifically, while the musical ""journey"" (ri?la) through a chain (silsila) of praise songs is a metaphorical image and organizational scheme that is shared by each of these traditions, the nature of the journey and the different destinations along the way musically mark each one as distinctive and representative of the particular histories and devotional itineraries of each ritual community. Since the rise of Islamism after the Tunisian Revolution of 2011, these communities have come under serious threat and musicians, participants, and performance sites have been threatened and attacked. This paper, then, also discusses how this project has become an example of ""ethnomusicology in times of trouble"" (Rice 2014).",Richard Jankowsky,04/15/2016,"University of California, Berkeley",,,,,Ambient Sufism (in Times of Trouble)
10209,FB-53957-08,Battlefields and Homefronts: World War I and Modern Life&#x0D; Towson University lecture series,Paul Miller,03/09/2016,"Towson University, Towson, Maryland, USA",http://tutigerstoday.towson.edu/?p=104792,university website,,,"""The First Shots of the First World War"": The Sarajevo Assassination in History and Memory"
10210,HB-232187-16,"The U.S.-Mexican War (1846-48) created the first generation of Mexican Americans when tens of thousands of residents in northern Mexico became U.S. citizens upon the signing of the Treaty of Guadalupe Hildalgo. Although the war and its outcome is central in Mexican history, few Americans understand its importance. Valerio-Jiménez, who is an associate professor in the Department of History at the University of Texas at San Antonio, explores how Mexican Americans transmitted their memories of the war and how these memories have influenced Mexican American identity.",Omar Valerio-Jimenez,05/05/16,UCLA Chicano Studies Research Center,https://www.youtube.com/watch?v=jLv4o4G0N-s,UCLA Chicano Studies Research Center's YouTube channel,,,Owning History: Mexican American Activists and the U.S.-Mexican War
10213,FB-53957-08,Invited lecture,Paul Miller,05/22/2014,"Karl-Franzens-Universität Graz, Austria",https://www.uni-graz.at/en/,university website,,,"“The First Shots of the First World War"": The Sarajevo Assassination in History and Memory"
10220,FT-56708-09,"On May 27, 2014, Darius A. Spieth, associate professor of art history at the LSU School of Art, presented his current research at the Fondation Custodia in Paris. His talk, ""Netherlandish Art in Revolutionary France: The Evolution of Taste, the Art Market, and Prices"" (L'art néerlandais sous la Révolution française: Évolution du goût, du marché de l'art et des prix) was delivered in French before an audience comprised of art historians, museum curators, and the general public. The first part of the lecture retraced how historical events and the behavior of collectors, both royal and private, shaped the 18th-century French passion for Dutch and Flemish pictures of the ""Golden Age""—the age of Rembrandt, Rubens, and Vermeer. The second part presented new approaches for how to quantitatively measure the impact of the price shock of the French Revolution on the value of Netherlandish art in the Parisian market place. The lecture concluded with a comparative analysis of the French market for Netherlandish ""Golden Age"" paintings and prints between roughly 1770 and 1830.",Darius A. Spieth,05/27/2014,"Fondation Custodia, Paris, France",http://design.lsu.edu/art-history-professor-darius-spieth-presents-research-in-paris/,"Announcement and documentation on the presentation held at the Fondation Custodia in Paris, France. Faculty news, LSU College of Art+Design",,,"Netherlandish Art in Revolutionary France: The Evolution of Taste, the Art Market, and Prices"
10226,FB-53957-08,Overview of the controversies regarding the Sarajevo assassination,Paul Miller,03/11/2014,"Goucher College, Towson, Maryland, USA",http://www.goucher.edu,Goucher College website,,,The Sarajevo Assassination and the Origins of World War I
10254,FB-53957-08,Spoke to group of teachers from E. Europe on Sarajevo assassination and the origins of WWI,Paul Miller,07/09/2014,"Vienna, Austria",http://csa2014.centropa.org/program,Centropa Summer Academy 2014&#x0D; Focus on European Jewish History in the 20th Century,,,The Sarajevo Assassination in Historical Perspective
10268,HB-50225-12,"Program:&#x0D; &#x0D; 11:00am – 1:00pm&#x0D; Prelude&#x0D; Unilorin anthem&#x0D; Introduction of Dignitaries&#x0D; Opening prayer &#x0D; (15mins)&#x0D; Welcome Remarks by Prof Charles Bodunde -  Dean Faculty of Arts&#x0D; Special Remarks by Prof Is-haq Oloyede - The Vice Chancellor &#x0D; Introduction of the Guest Lecturer by Dr Jeleel Ojuade - Department of Performing Arts&#x0D; &#x0D; Lecture on Culture and Power: A Critical Anthropology for the New Millennium by &#x0D; Prof Debra Klein -  Gavillan College, California, USA&#x0D; (50mns)&#x0D; &#x0D; Introduction of the evolution of Fuji Music by Prof AbdulRasheed  Na'Allah -  Vice-Chancellor, Kwara State University, Malete, Ilorin&#x0D; Live Performance on the Evolution of Were and Fuji Music (PMAN Kwara State)&#x0D; WERE:&#x0D;    a. Alhaji Akanbi Baba Olobi (Alias Baba Muniru)&#x0D;    b. Alhaji Saka Jagun (Osupa Anobi)&#x0D;    c. Alhaji Aremu Aladeowo (Golden Fuji)&#x0D;    d. Alhaji Isiaka Ayinla (Easy Kabaka)&#x0D;    e.Alhaji Saliu Kuntu (Commander)&#x0D;    f. Alhaji Saka Danfo (Lord Marshal)&#x0D; FUJI:&#x0D;   a. Alhaji Adisa Owala (Mr No Serious)&#x0D;   b. Alhaji Besco Adisa Azeez (Bessy Wonder)&#x0D;   c. Alhaji Ganiyu Abefe (Mr Panorama)&#x0D;   d. King Jamiu Ayinde Aloba (SOJ)&#x0D;   e. Sir Kamar Alabi Jasola (Mr Performer)&#x0D;   f. Chief Mumuni Ayanfe Amulelola (Memo wonder)&#x0D;   g. Alhaji Usman Okiki (Hausa to n ko fuji)&#x0D; ISMAN:&#x0D;   a. Alhaja Seida Fatimah Al-Jafariyah&#x0D;   b. Alhaji Imam Azakir Ismael&#x0D;   c. Alhaji Wasiu Atayese Walihulahi.&#x0D; (45mins)&#x0D; Closing Remarks by the Vice-Chancellor –Prof Is-haq Oloyede&#x0D; Vote of Thanks: Dr (Mrs) Oluyemisi F awole Assistant Director CIE &#x0D; Announcements &#x0D; Closing Prayer&#x0D; Unilorin Anthem&#x0D; (10mins)&#x0D; &#x0D; Thank you all for coming&#x0D; Prof Olugbenga A MOKUOLU&#x0D; Director, Centre for International Education",Debra Klein,08/22/12,"University of Ilorin, Nigeria",,,,,Culture and Power: A Critical Anthropology for the New Millennium
10301,FB-56542-12,"I gave this lecture in German at the Förderverein der Bibliothek des Evangelischen&#x0D;  Ministeriums im Augustinerkloster Erfurt e.V (Friends of the Library of the Protestant Ministerium in the Augustinian Monastery of Erfurt), Erfurt, Germany. The lecture summarizes my findings on music at Baroque weddings, with an emphasis on Erfurt, one of the five towns upon which my book focuses. It was a pleasure to speak to an audience in this mid-sized town in former East Germany.",Tanya Kevorkian,06/11/2015,"Erfurt, Germany",,,,,"“Barocke Hochzeitsmusik in Erfurt” (""Baroque Wedding Music in Erfurt"")"
10307,FB-56542-12,"I gave this pre-concert lecture for the season-finale concert of Ars Lyrica Baroque, a Houston Baroque ensemble. The concert included the performance of a wedding cantata by J.S. Bach. The lecture focused on the performance and reception context of this and similar pieces, which were performed in the course of wedding banquets. I learned a lot from conversations with the musicians, and the pre-concert audience was appreciative.",Tanya Kevorkian,05/09/2014,"Houston, TX",,,,,"“J.S. Bach’s Cantatas for Wedding Banquets"""
10362,RZ-51107-09,"Recent research on the northern frontier of the Inca Empire is beginning to bring to light important new information pertaining to the affairs of the imperial state in the final decades of its existence. The region to the north of Quito associated with the ethnic Caranqui population was the last to be effectively annexed by the Inca prior to the Spanish invasion. The highly militarized landscape of this region speaks to the intensity and the duration of the final Inca wars of conquest. How did this ultimate chapter of Inca history unfold, what strategies did the Cuzqueños deploy to subdue and manage such distant lands, and what role did this region and its people play in the final dramas of the imperial state? These are fascinating questions that are currently being addressed with new archaeological and ethnohistoric data from the northern highlands of Ecuador. In this talk, I present the results of recent archaeological investigations at the northernmost imperial center of Inca-Caranqui. Based on the evidence, we believe this site to have been originally constructed by Huayna Capac to commemorate his hard-won victory over the recalcitrant Caranqui, and subsequently appropriated and re-modeled by Atahualpa to serve as the intended site of his royal panaqa. The archaeological data also suggest the ways in which material strategies of imperial rule evolved over time and as a function of distance from the Inca heartland.","Bray, Tamara",12/10/11,"Dumbarton Oaks, Washington, DC",,,,,"At the End of Empire: The Inca, the Caranqui, and the Northern Imperial Frontier"
10374,RQ-50869-14,"As the North Kharga Oasis Survey team continues to explore the sandy routes that connected the western desert to the Nile Valley and beyond, the archaeological and epigraphic remains from the various rock sites along the desert paths offer an intriguing insight into the ancient travelers' practices and ideas. In this paper I will concentrate on ancient rock graffiti and pictorial carvings from a number of rock sites north of Kharga Oasis. These lonely spots in the western desert were used in antiquity as camping sites and stopovers for weary travelers. The epigraphic materials from these sites, whose study is currently funded by NEH's 2014 Scholarly Editions and Translations award, provide us with valuable information not only about the various uses of the desert routes, but also about the identity and background of the ancient travelers who chose to leave their marks on these rocks.",Nikolaos Lazaridis,12/8/2015,Davis CA,,,,,The Egyptian western desert experience: ancient travelers’ rock graffiti from Kharga Oasis
10375,RQ-50869-14,"Since 2001 the North Kharga Oasis-Darb Ain Amur Survey team has been exploring the sandy routes connecting Kharga oasis to Dakhla and beyond. In the course of this survey we have discovered and recorded numerous lonely rock sites that were used in antiquity as camping spots and stopovers for travelers. The epigraphic material from these sites provides us with valuable information about the uses of these desert routes, traveling practices, as well as the identity and background of the ancient travelers who chose to carve their marks on these rocks.",Nikolaos Lazaridis,3/13/2016,Berkeley CA,http:// www.facebook.com/events/964102030311609/,,,,Daring the western desert: ancient travelers and their rock inscriptions
10405,RQ-50892-14,"During Giovanni Boccaccio's lifetime (1313-75), the common graphic representation of the world changed drastically from conceptually symbolic T-O maps, like the famous Hereford Mappamundi, to cartographic masterpieces that are immediately recognizable today, such as the 1375 Catalan Atlas. In this talk, Prof. Papio will introduce Boccaccio's geographical dictionary (the De montibus, silvis, fontibus, lacubus, fluminibus, stagnis seu paludibus, et de nominibus maris liber) as an important step in the humanistic investigation of the known world that led to the Age of Discovery. Using this work as a test case, he will discuss the use of new technologies for geospatial representations that enhance research and teaching alike.&#x0D; &#x0D; Michael Papio is Professor of Italian Studies and Director of Graduate Program in Italian in the Department of Languages,&#x0D; Literatures and Cultures at the University of Massachusetts Amherst. He is the editor and translator of Boccaccio's Expositions on Dante's Comedy (Toronto: U. of Toronto Press, 2009), and, with F. Borghesi and M. Riva, of Pico della Mirandola's ""Oration on the Dignity of Man."" A New Translation and Commentary (Cambridge: Cambridge UP, 2012). He is Editor-in-Chief of Heliotropia, a Forum for Boccaccio Research and Interpretation (and official publication of the American Boccaccio Association). Professor Papio is conducting a project for the National Endowment of Humanities Scholarly Editions grant (2015–2018) on Boccaccio's De montibus, silvis, fontibus, lacubus, fluminibus, stagnis seu paludibus, et de nominibus maris liber, which aims to reconstruct a work that verbally visualizes and organizes geographical and mythological information as a dictionary for classical literature with new technologies for geospatial representations.",Michael Papio,05/12/2016,University of Washington,https://frenchitalian.washington.edu/events/2016-05-12/histories-and-futures-publication-lecture-series,,,,"Cartographic Visualizations of Texts, from Antiquity to Giovanni Boccaccio and Beyond"
10407,RQ-50892-14,"During Giovanni Boccaccio's lifetime (1313-75), the common graphic&#x0D; conceptualization of the world changed drastically from T-O maps, like the&#x0D; famous Hereford Mappamundi, to maps that are immediately recognizable&#x0D; today, such as the 1375 Catalan Atlas. In this talk, Prof. Papio will consider&#x0D; Boccaccio's humanistic geographical gazetteer, the De montibus, silvis, fontibus,&#x0D; lacubus, fluminibus, stagnis seu paludibus, et de nominibus maris liber,&#x0D; alongside new technologies for geospatial representations that enhance&#x0D; research and teaching alike.",Michael Papio,03/03/2016,University of Indiana Bloomington,http://frit.indiana.edu/docs/lectures/2016-Papio-3-3.pdf,,,,Boccaccio’s Geographies: Mapping Ancient and Modern Time and Space”
