22960,ES-272540-20,"A picture book debut by an award-winning author about a boy's life on the U.S.-Mexico border, visiting his favorite places on The Other Side with his father, spending time with family and friends, and sharing in the responsibility of community care.  Early one Saturday morning, a boy prepares for a trip to The Other Side/El Otro Lado. It's close–just down the street from his school–and it's a twin of where he lives. To get there, his father drives their truck along the Rio Grande and over a bridge, where they're greeted by a giant statue of an eagle. Their outings always include a meal at their favorite restaurant, a visit with Tío Mateo at his jewelry store, a cold treat from the paletero, and a pharmacy pickup. On their final and most important stop, they check in with friends seeking asylum and drop off much-needed supplies.  My Two Border Towns by David Bowles, with stunning watercolor illustrations by Erika Meza, is the loving story of a father and son's weekend ritual, a demonstration of community care, and a tribute to the fluidity, complexity, and vibrancy of life on the U.S.-Mexico border.  Available in English and Spanish.",,David Bowles,My Two Border Towns,,978059311,https://www.penguinrandomhouse.com/books/634231/my-two-border-towns-by-david-bowles-illustrated-by-erika-meza/,Book,Penguin Random House,http://images.randomhouse.com/teachers guides/9780593111048.pdf,Teacher guide,My Two Border Towns,2021
23018,RA-50126-14,"this chapter responds to the question how does a critical approach to science and religion reframe an attempt to define or distinguish these categories. The piece examines the material production of bovine animals, held to be sacred by Hindus.",,Catherine Adcock,Critical Approaches to Science and Religion,"Myrna Perez, Ahmed Ragab, Terence Keel",9780231206570,https://cup.columbia.edu/book/critical-approaches-to-science-and-religion/9780231206570,publisher web site,Columbia University Press,,,"Questioning the Sacred Cow: Science, Religion, and Race in the United States and India",2023
23022,RA-50126-14,"The piece draws attention to the postcolonial history of India.  It assesses how popular attitudes, customs and state policies inhibiting the slaughter of cows and the sale and consumption of beef are or have been a religious question associated with Hindu majoritarian dominance and the accommodation or exclusion of non-Hindus. It also shows how cow protection debates often have arisen in scientific and public policy forums relating to animal husbandry and agriculture. Debates over cow husbandry have had  profound consequences for Indian politics by reifying sectarianism while feeding into a culture of Hindu nationalism and chauvinism that has often targeted Muslims. The chapter shows how Hindu majoritarian dominance has built momentum even as the religious and religious freedom dimension of cow and beef controversies remain ambiguous and contestable.",,Catherine Adcock,The Changing Terrain of Religious Freedom,"Jeffrey Edward Green, Heather J. Sharkey",9780812253375,"https://www.pennpress.org/9780812253375/the-changing-terrain-of-religious-freedom/#:~:text=Authors-,Description,never%20been%20easy%20and%20smooth.",publisher web site,University of Pennsylvania Press,,,The Heads or Tails of Cow Protection in India: Religious Freedom and Secular Agriculture,2021
23375,AQ-248221-16,"Our essay addresses the relevance of conscientization in Freire's critical pedagogy to the teaching of race in higher education in the current times. Given that Freire's conscientization was addressed to oppressed groups, we ask: What would conscientization mean for historically oppressive communities in twenty-first century U.S.? How can educators enable this work of conscientization with self-identified white college students in courses that focus on U.S. race relations? We address these questions through our interdisciplinary course, ""Race and Identity: Literary and Theological Narratives."" We co-developed and taught this course within our disciplinary home departments (English and Theology) in our predominantly white institutions (PWI) in the midwest and the northwest. In our pedagogy, we integrate counterstorytelling with engaged learning strategies. We argue that critical race counterstories need to be paired with a strategic problem-posing learning model to enable the work of conscientization.  Keywords: conscientization/conscientiza?ao, critical race counterstories, problem posing pedagogy, literary studies, religious studies, higher education",,"Soumitree Gupta, Gerardo Rodríguez-Galarza",Reinventing Pedagogy of the Oppressed: Contemporary Critical Perspectives,James D. Kirylo,9781350117174,https://www.bloomsbury.com/us/reinventing-pedagogy-of-the-oppressed-9781350117174/,Link to the paperback edition -- obtained from the publisher's (Bloomsbury Academic) website,Bloomsbury Academic,https://www.bloomsbury.com/us/reinventing-pedagogy-of-the-oppressed-9781350117204/,Link to the ebook -- obtained from the publisher's (Bloomsbury Academic) website,Critical Race Counterstories and Freire's Critical Pedagogy: Navigating Race in an Interdisciplinary Literature and Religious Studies Course,2020
23402,PW-51707-14,"Este artículo demuestra los beneficios que puede aportar el uso de imágenes multiespectrales para el estudio de los mapas históricos a partir por un análisis de su aplicación al estudio del gran mapa del mundo hecho por Henricus Martellus c. 1491, ahora en la Biblioteca Beinecke a la Universidad de Yale. Las imágenes multiespectrales pueden recuperar texto de los manuscritos y mapas dañados por la decoloración, el agua, el fuego, pintura por encima, deterioro, y las arrugas ocasionadas por el paso del tiempo. Ya se sospechaba que el mapa de Martellus de Yale tenía una gran importancia histórica (entre otras cosas por haber servido de modelo a Martin Waldseemüller para la creación de su mapa del mundo de 1507), pero como la mayor parte del texto del mapa se había desvanecido y resultaba ilegible o invisible, era un objeto casi imposible de estudiar. Aquí se expone pares de imágenes –una hecha en la luz natural y la otra multiespectral– para demostrar el éxito del procedimiento.",,Chet Van Duzer,"Arqueología computacional: Nuevos enfoques para la documentación, análisis y difusión del patrimonio cultural",Diego Jiménez-Badillo,,,,Instituto Nacional de Antropología e Historia,,,“Las imágenes multiespectrales para el estudio de los mapas históricos: El ejemplo del mapa del mundo de Henricus Martellus en Yale”,2018
23406,PW-51707-14,"A world map painted by Henricus Martellus c. 1491 is widely acknowledged to be of great importance in the history of cartography, but has been little studied since it came to the attention of scholars in 1959 because the pigments used to write the descriptive texts and place names has faded or flaked off of the surface. Spectral images of this map collected in August 2014 have been processed by several statistical methods, allowing much of the text to be recovered. The methods may be applied to other documents and for forensic applications.",,"Michael Phelps, Chet Van Duzer, Roger L. Easton, Kevin Sacca, Kenneth Boydston, Gregory Heyworth","2015 IEEE International Workshop on Information Forensics and Security (WIFS), November 16-19, 2015, Rome, Italy, Proceedings",,,,,"Institute of Electrical and Electronic Engineers, Inc.",,,“Rediscovering Text in the Yale Martellus Map: Spectral Imaging and the New Cartography”,2015
23411,FT-264939-19,"The poor reputation of Manasses I, archbishop of Reims (c. 1069-1080, deposed by Gregory VII, is well-known. His posthumous memory, orchestrated by Guibert of Nogent and Hugh of Flavigny, is at the origin of the image of the bad bishop, to which historians have generally subscribed. Several publics are possible and detectable in the scandal, which should not imply that this bad reputation existed while the archbishop was alive, when he had both partisans and looked to defend himself.",,John S. Ott,L'Eveque conteste. Les resistances a l'autorite episcopale des Pays-Bas a l'Italie du Nord,"Anne Wagner, Herold Pettiau",9782406133568,,,Classiques Garnier (Paris),,,"Erasing Bad Memories: Fashioning the Reputation of Manasses I, Archbishop of Reims (c. 1069-1080)",2023
23430,FT-264966-19,Explores the influence of the Greek Chorus on the formation of Jane Ellen Harrison's theory of Greek Religion.,,Laura McClure,The Routledge Handbook on Women and Ancient Greek Philosophy,Sara Brill and Catherine McKeen,,,,Routledge,,,"“Jane Harrison, Nietzsche and the Reinvention of the Chorus""",2021
23452,HC-279973-21,"The objective of this work is to measure the action of some Nikkei intellectual journalists who worked in the Japanese-Brazilian press in the early post-war period and, concomitantly, entered other social fields (academic, economic and political) as spokespersons for a group still numerically restricted at the time: the Nikkei intellectual elite of the city of São Paulo. Hideo Onaga, José Yamashiro and Hiroshi Saito are just some of the significant names that emerged during this period and who played a central role in shaping the mentality of the Nikkei community. Thus, we believe that the publications São Paulo Shimbun (Jornal São Paulo 1946-2018) and Paulista Shimbun (Jornal Paulista 1947-1998), idealized by these Nikkei intellectual journalists, stood out in this foray.",,Monica Okamoto,Mediações Transnacionais e Imprensa Estrangeira Publicada no Brasil,"BIONDI, L, LUCHESE, T., GUIMARÃES, V.",,,,Editora da UNESP,,,Intelectuais Nipo-Brasileiros nos Jornais em Língua Japonesa do Pós-Guerra. (1946-1970),2023
23459,FA-55628-11,"The present essay is the first extensive study of Rousseau's theory of knowledge. While Rousseau never published a work on epistemology, his intended reply to Helvétius' ""De l'Esprit"", inspired by Locke's ""Essay Concerning Human Understanding"", appears diversely throughout his works, and most notably in his work on education, ""Emile"". In this fundamental work, so signficant for Kant and the origins of Continental Philosophy, one finds the epistemological grounds of Rousseau's movement from science to aesthetics as comprehensively underlying his thought and thereby his constitutional philosophy.",Can be purchased through Amazon.,Terence Marshall,"""The Challenge of Rousseau""","Eve Grace, Christopher Kelly",978110701820,http://Do not understand.,Do not understand,Cambridge University Press,http://Do not understand,Do not understand.,"""Epistemology and Political Perception in the Case of Rousseau""",2013
23461,FA-55628-11,"An examination of the origins, in Rousseau's ""Emile"", of the break with the Enlightenment that leads, via Rousseau's influence on Kant, to Continental political philosophy and the problems therein.",Can be ordered through amazon.fr.,Terence Marshall,"""Penser l'Homme""","Claude Habib, Pierre Manent",9782812412011,http://Do not understand.,Do not understand.,"Classiques Garnier, Paris",http://Do not understand,Do not understand,"""L'Emile de Rousseau: Bewegungsgrund de la Philosophie Critique""",2013
23462,FA-55628-11,"An examination of the 18h century Franco-American dialogue on the principles of constitutional government, with particular emphasis on the reasonings of James Madison and Jean-Jacques Rousseau, while drawing attention to the reflections of each not only on the constitutional philosophy of the Enlightenment but also on that of the ancient Greeks. The significance of the differences among these authors is emphasized with respect to the fundamental questions of contemporary constitutionalism.",can be purchased via amazon.fr,Terence Marshall,"""French Studies: Literature, Culture and Politics""","Steven Frankel, John Ray",9782745327642,http://Do not understand,Do not understand,"Honoré Champion Editeur, Paris. Distribution outside France: Editions Slatkine, Genève",http://Do not understand,"Do not understand""","""Human Rights, Practical Reason and Constitutional Government: A Franco-American Dialogue""",2014
23463,FA-55628-11,"This essay examines Leo Strauss' inquiries into the problem of political perception and judgment in relation to the contemporary crisis of constitutional politics, both in practice and in the discipline of political science. Strauss' inquiries into this problem lead him to examine earlier confrontations, notably by Rousseau and Nietzsche, with the difficulties in political perception and judgment as they emerge from Enlightenment constitutionalism. Strauss' inquiries into these problems and their attendant crises lead to a re-examination of ancient constitutional philosophy, notably that of Aristotle's ""Politics"", from which modernity rebelled. The consequence of Strauss' work leads to a renewed undertanding of the tasks of constitution making as undertaken by the American Founders, and in particular Madison and Hamilton, who explored these issues in both ancient and modern political philosophy. While their work in Founding is now so much placed in question, there remains little understanding, even in the discipline of political science, of the fundamental problems that the Founders confronted and that always need exploring in order to grasp the difficulties at issue. A study of Strauss' wide-ranging, in-depth inquiries on political perception and judgment allows an enriching, deliberative return to the roots of these matters.",The book can be ordered via amazon.fr,Terence Marshall,"""Leo Strauss.  A Quoi Sert la Philosophie Politique?""","François Coppens, David Janssens, Yuri Yomtov",9782130607649,http://Do not understand,Do not understand,Presses Universitaires de France,http://Do not understand,Do not understand,"""Leo Strauss, la Perception Politique et la Philosophie Constitutionnelle""",2014
23466,RZ-255760-17,"The North American Southwest is home to a rich array of petroglyphs commemorating the interests, actions, identities, and histories of the many Native American communities who have lived there for millennia. As symbols, the petroglyphs assume an important dynamic in social processes structuring the cultural identities and collective memories of contemporary tribal communities. For some, petroglyphs are reminders of who they are, from where they have come, what their responsibilities are, and what their relationship was, is, and should be with the land, environment, and their neighbors. At times, those memories are shared among tribal groups, yet in other instances they splinter along cultural or political lines. When that occurs, the petroglyphs can become bound up in contestations over the ownership of place and authenticity of history. Beyond the collective memories of tribes, and generally unaligned with them, is a nationalistic collective memory concerning Native Americans. In this essay I examine the entanglement of petroglyphs, cultural identity, and collective remembering at Tutuveni and Painted Rocks, two of the most renowned petroglyph sites in Arizona. I draw specific attention to the role of the state in an ongoing struggle for authority over cultural history.",purchase only,Aaron M. Wright,Rock Art and Memory in the Transmission of Cultural Knowledge,Leslie F. Zubieta,978-3-030-9694,http://link.springer.com/chapter/10.1007/978-3-030-96942-4 12,link to publisher website where chapter can be viewed and purchased.,Springer,,,The Stately Art of Remembering and Forgetting Indigenous Cultural Identities in the Neocolonial North American Southwest,2022
23479,FB-56019-12,"Abstract: For Hilbert, mathematics was connected to philosophy by the deepest fibres of its being. He acted on several fronts to keep philosophical concerns alive in mathematical circles and to tear down walls separating the concerns of philosophically-minded mathematicians and mathematically-minded philosophers. This is a contribution to integrating Hilbert's ideas as found in unpublished and published writings into the philosophical discussions where they belong in order to bring important issues back into focus and open new avenues in philosophy, because philosophers are still trying to solve problems that have their roots in problems that have remain unsolved since his time. I study his fight for the philosophers Edmund Husserl and Leonard Nelson. Then I set out what Hilbert called the basic philosophical position and look at his views on theory of knowledge, experience, pure thought, finitism, the axiomatic method, the a priori, the ideal, pre-established harmony, a priori intuition, truth, logical consistency and existence, and his avowed Kantianism.",,Claire Ortiz Hill,"Husserl and Awakened Reason: Critical Essays on Mathematics, Science and Phenomenology",Iulian Apostolescu,Forthcoming,,,Springer,,,"""Hilbert's Fight for Philosophy""",2021
23482,HK-250616-16,"Before digital technology, most of us had access to manuscripts by way of photographic plates and critical editions. Those few who had the privilege of handling the manuscript itself faced their own challenges. Digital technology opens new possibilities for extending and improving the role of manuscripts in our research and teaching. The impact of digitizing manuscripts is unmistakable, but digitizing is not an end in itself. We should think about why we digitize and what we expect a digital simulation of a manuscript to be able to do. In turn, this leads to consideration of how to digitize and what to do with the digital simulation. This essay discusses three priorities I consider most essential when digitizing manuscripts for the benefit of research and teaching in biblical literature. I draw from my experience directing the Jubilees Palimpsest Project, which faced challenges in these areas in the pursuit of the study of the only copy of Jubilees in Latin and the only copy anywhere of the Testament (or Assumption) of Moses. I started off with an interest in recovering more text from the manuscript, which dates from the fifth century and which has been abused to the point of illegibility since that time. As the project progressed, I realized the potential for the digitization of manuscripts to do much more than add to critical editions.",,Todd R. Hanneken,New Approaches to Textual and Image Analysis in Early Jewish and Christian Studies,"Garrick V. Allen, Sara Schulthess, Paul Dilley, Peter Phillips",978-90-04-5151,https://doi.org/10.1163/9789004515116 003,,Brill,,,Three Priorities for Digitally-Enabled Research and Teaching in Manuscripts of Biblical Literature,2022
23483,HK-250616-16,"In the twenty-first century advances in digital technology are propelling the study of ancient literature and scribal culture. This essay describes an integrated set of advances in image capture, processing, and dissemination that improves upon first-hand experience and harnesses the power of the web to connect people and data. Illegible manuscripts are an area of particular interest among all the cultural heritage artifacts that benefit from these advances. Spectral RTI makes it possible to distinguish letters and other evidence of use based on traces as subtle as the corrosion of parchment where ink had once been and the spectral signature of ink stains that cannot be distinguished by the human eye. WebGL and open standards are making it possible to link to interactive enhanced images from anywhere on the web, and to link from the images to annotations and tools for analysis.",,Todd R. Hanneken,Ancient Worlds in a Digital Culture,"Claire Clivaz, Paul Dilley, David Hamidovic",978-90-04-3252,https://doi.org/10.1163/9789004325234 010,,Brill,,,New Technology for Imaging Unreadable Manuscripts and Other Artifacts: Integrated Spectral Reflectance Transformation Imaging (Spectral RTI),2016
23484,HK-250616-16,"Spectral Reflectance Transformation Imaging (Spectral RTI) combines the advantages of Spectral Imaging with the advantages of Reflectance Transformation Imaging into a single consistent data set. For each pixel both color and texture properties are known and can be processed and visualized together. The major advantages gathered from spectral imaging are improved spatial resolution, color resolution, color range beyond the visible spectrum, processing enhancements, and objectively accurate color. The major advantages gathered from RTI are interactivity and enhanced visualization of texture. The combination is greater than the sum of its parts in as much as color and texture information are complementary. For example, even a single letter in an illegible manuscript may have some trace of writing from remaining ink and another trace in the outline of the corrosion into the surface of the parchment where ink had once been. A human user can visualize the information together in a single view for a more complete and natural experience of the manuscript. The consistent combined data also has potential to improve machine learning applied to manuscripts. The cost in time and equipment of Spectral RTI is less than the sum of each. As of 2017, spectral imaging systems can vary from a few thousand to over a hundred thousand dollars, with options for adding RTI of comparable sophistication adding approximately ten percent across the range of cost. There is no cost for the processing software. The cost in time is less than the sum of each because mounting, focus, metadata entry, etc., is done only once for the complete data set. Capture of a single page may take a minute to more than twenty minutes depending on the equipment, resolution, and thoroughness selected.",,Todd R. Hanneken,"Textual History of the Bible Vol. 3D Science, Technology, and Textual Criticism","Marilyn J. Lundberg, Armin Lange",978-90-04-5197,https://brill.com/display/title/63028,Print Edition,Brill,https://referenceworks.brillonline.com/entries/textual-history-of-the-bible/*-COM 225868,Electronic Access,Spectral/RTI,2022
23514,FEL-258168-18,"This essay begins by foregrounding two aspects of Jacques Viegas's 1704 trial concerning ""bolsas de mandinga."" First, that his pouch—like many others—contained paper as a key constitutive element; and second, that the pouch he used was meant to protect him from bodily violation. Responding to Hortense Spillers's outlining of the intimate relationship between archival writings and markings of violence against the enslaved, the chapter investigates the common incorporation of written papers in mandinga pouches as challenges and reckonings with imperial archives, inquisitorial procedure, and the expectation of enslavement as a condition defined by embodied violence. Providing a series of close analyses of never-before published written papers, drawings, and orations, the chapter first traces how the act of inscribing designs and words with ink onto paper and placing them inside the mandinga pouches emerged in conversation with wider practices of inscription in the African diaspora. Yet the papers also demonstrate how their users strategically re-conceptualized, or took advantage of, fluid relationships between papers, bodies, and textual evocations in order to respond to otherwise contemporary theorizations of the simultaneous ""hypervisibility"" and ""invisibility"" of enslaved subjects and the obfuscated legibility of Black histories in the archives of slavery.",,Matthew Francis Rarey,Black Modernisms in the Transatlantic World,"Huey Copeland, Steven Nelson",0300269773,https://yalebooks.yale.edu/book/9780300269772/black-modernisms-in-the-transatlantic-world/,,Yale University Press,,,Leave No Mark: Blackness and Inscription in the Inquisitorial Archive,2023
23598,HC-279973-21,"This chapter investigates the origins of settler colonist fiction that began in the Meiji era and constituted one of the most tangible forms by which modern literature participated in the Empire of Japan's broader expansionist aims. Contrary to the conventional wisdom which takes for granted that this genre was exclusively set in Japan's burgeoning empire in Asia, from 1908 until the onset of World War II settler colonist fiction expressly promoted emigration overseas to sovereign nations in South America as an essential part of its diversified strategy to alleviate the burdens of overpopulation in the home islands. The earliest identifiable work of settler colonist fiction is Horiuchi Shinsen's ""South America Bound"" (Nanbei yuki), which appeared in the inaugural May 1908 issue of the journal Colonization World (Shokumin sekai), by Tokyo-based magazine publisher Seiko Zasshi Sha.  Although largely forgotten today, both text and genre attest to the pressures confronted by the rural communities marked in Japanese national-imperial discourse as ""surplus population"" (jinko kajo), including those whose seasonal labor ""working away from home"" (dekasegi) temporarily brought them into the cities. Enduring for only five issues between May and September 1908, Colonization World nevertheless set in motion production of a lowbrow, but ideologically potent, literary corpus in pro-expansionist and general interest magazines that grew well into the early 1940s. It operated within a feeder system that promised a degree of state sponsorship and oversight, while maintaining the primacy of ambition, skill, and luck in navigating the perils of earning one's fortune abroad.",,Seth Jacobowitz,,"Pedro Iacobelli, Sidney Xu Lu",,https://uhpress.hawaii.edu/title/the-japanese-empire-and-latin-america/,,University of Hawaii Press,,,South America Bound: Settler Colonist Fiction of the Meiji Era,2023
23608,HC-279973-21,"The article deals with the study of Japanese Brazilian (or Nikkei) art as a dialogic connection between two different and distant spatialities: the country of origin and the country of displacement. The interaction of the relationships developed (GLISSANT, 2021), also considering the interrelation of men and spaces, (KAUFFMAN, 2004), is always procedural. The reflection on Orientalism is developed in dialogue with the lives and works of six Japanese Brazilian women artists: Tomie Ohtake (1913-2015) and Alina Okinaka (1920-1991), both pre-war immigrants; Sachiko Koshikoku (1937-2019) and Shoko Suzuki (1929- ), post-war immigrants; and Erica Kaminishi (1979- ) and Yukie Hori (1979- ), who are Japanese descendants born and raised in Brazil.",,Michiko Okano,,Christine Greiner,,,,Anna Blume,,,"A Construçao das Relaçõoes: Seis Artistas Nipo-Brasileiras"" (The Construction of Relations: Six Japanese Brazilian Artists)",2022
23620,FA-57954-14,"A comparison of the responsory verses composed for Irish and Continental saints, including those for Livinus of Ghent, a fictitious saint whose vita was modeled on that of an insular bishop. Responsory verses were in the ninth century texts set to standard melodies but later medieval composers embellished them or recomposed them entirely so they do reflect regional practices.",,"Haggh-Huglo, Barbara",Music and Liturgy in Medieval Britain and Ireland A. Buckley &amp;  L. Colton (Eds.),"Colton, Lisa, and Ann Buckley",,,,Cambridge University Press,,,"Responsory Verses for Irish and Insular Saints: Medieval Singer-Composers at Work. in book: Music and Liturgy in Medieval Britain and Ireland A. Buckley &amp;  L. Colton (Eds.), (pp. 174-207)",2021
23621,FA-57954-14,"Using the examples of the chanted offices composed for the patron saints worshipped in Ghent, Bavo, Landoald, and Livinus, as compared with offices for patron saints worshipped in Cambrai, Gaugericus and Maxellendis, all composed before 1200, I explore the tonality of their chant and then the possibility that the choice of neumes could be a marker of their compositional style. Longer neumes are especially revealing. My paper raises the question of the relative meaning of pitch and neume for the analysis of early medieval offices.",open access,"Haggh-Huglo, Barbara","Historiae: Liturgical Chant for Offices of the Saints in the Middle Ages (Venice, 2000) (pp. 179-222). Venice: Fondazione Levi.","Hiley, David, and others",978 88 7552 0,https://archivio.fondazionelevi.it/record/59248/files/HISTORIAE 4 2021.pdf,,,,,"Medieval Offices from Ghent and Cambrai: Some Ways of Interpreting Their Melodies. in Historiae: Liturgical Chant for Offices of the Saints in the Middle Ages (Venice, 2000), (pp. 179-222). Venice: Fondazione Levi.",2020
23623,FA-57954-14,"This article explains how musical life in Ghent changed after the monks of St. Bavo's Abbey were moved to the church of St. John in Ghent to become a chapter of canons in the decades prior to 1559, when St. John's church was renamed St. Bavo's cathedral. Using my archival research and published scholarship, I describe music before and after, and emphasize the dramatic increase in the performance of choral polyphony after this 'migration' of the monks.",open access,"Haggh-Huglo, Barbara",,"Wentzlaff-Eggebert, Christian",,https://kups.ub.uni-koeln.de/10240/,,,,,"Music and Migration as Opportunity in Medieval and Renaissance Ghent (Flanders). in Serendipia: migracion como oportunidad, ed. Wentzlaff-Eggebert (pp. 109-127). Cologne: Arbeitskreis Spanien-Portugal-Lateinamerika,, Univ.",2018
23631,FA-57954-14,"Explanation of the Demiurge's creation of the World-Soul in Plato's Timaeus and of its geometric and arithmetic interpretations in music, then history of its reception in writings on music via Mediterranean and northern Roman and Carolingian transmissions at first and then the mingling of these two transmissions in Paris and in northern Italy in the thirteenth and fourteenth century. This article is informed by and informs a chapter of my book in progress on Ghent, because in this article I reinterpret Martianus Capella's 'Marriage of Philology and Mercury' as part of the Mediterranean reception of Plato's 'Timaeus' and two early manuscripts from Ghent include this text with added music and notation.",,"Haggh-Huglo, Barbara","Plato's Timaeus and the Foundation of Medieval and Renaissance Thought: Philosophy, Science and Art","Thomas, Edmund, Prins, Jacomien",,,,"Brill, Leiden, NL",,,"Plato’s World-Soul in Diagrams and Music Theory to 1400: From Numbers to Scales and Planets to Instruments, submitted and accepted",2022
23637,FB-57108-13,"""Maps are amalgams of words and images, of history, myth, and religion, fart and science--and as such, they highlight the arbitrary divisions we have created between modern disciplines that have little or no relevance to the study of medieval artifacts. Maps therefore can be of great use in courses across many disciplines. Two of us have been using old maps in our teaching for many years and have found that they provoke some of the richest class discussions each semester. Maps are gripping, consuming things; they draw us in, orient us in space and time, invite us to explore their extents, and create whole worlds anew.""",Subscription only,"Karen Pinto, Cordell Yee, Asa Mittman",Teaching the Global Middle Ages,Geraldine Heng,9781603295178,https://www.mla.org/Publications/Bookstore/Options-for-Teaching/Teaching-the-Global-Middle-Ages#product-toc,"“While globalization is a modern phenomenon, premodern people were also interconnected in early forms of globalism, sharing merchandise, technology, languages, and stories over long distances. Looking across civilizations, this volume takes a broad view of the Middle Ages in order to foster new habits of thinking and develop a multilayered, critical sense of the past.”",Modern Language Association of America,"https://www.academia.edu/86115107/ Medieval Islamicate Cartography excerpts from Mapping the Worlds of the Global Middle Ages ",Pinto’s Academia page with scan of entry,“Mapping the Worlds of the Global Middle Ages”,2022
23638,FB-57108-13,"This article explores the spiritual underpinnings of the forms used in Islam- icate world maps. After a brief overview on the ‘Kit&#x00;b al-mas&#x00;lik wa-al-mam&#x00;lik' (‘Book of routes and realms' – abbreviated to KMMS) Islamicate mapping tradition, it examines the meaning behind the form of a bird that constitutes the shape of the landmasses of the old world. In Islamic culture the bird is an oft-repeated motif with a multitude of meanings related to the bird's reflection of soul and its ability to be closer to the heavens and God. Through an examination of the bird in the world map this article points to the multitude of Islamic cultural, philosophical, and spiri- tual signs embedded in Islamicate cartography.",Subscription only,Karen Pinto,Geography and Religious Knowledge in the Medieval World,Christoph Mauntel,9783110685954,https://www.degruyter.com/document/doi/10.1515/9783110686159/html,,De Gruyter,"https://www.academia.edu/49633334/  Its a Bird Its a Plane No its the World An Exploration of the Spiritual Meanings Underlying the Bird Fo rms Used in Islamicate World Maps ",,"""It’s a Bird. It’s a Plane. No, it’s the World! An Exploration of the Spiritual Meaning Underlying the Bird Forms Used in Islamicate Maps”",2021
23698,FEL-273489-21,"Revisita a produção recente no campo da história social brasileira a  partir  de  uma  indagação  sobre  os  direitos  das  mulheres  durante  o  longo  período em que vigoraram as constituições liberais de 1824 e de 1891. Nenhuma das  duas  cartas  magnas  fez  qualquer  menção  às  mulheres;  ambas  garantiram  os  fundamentos de uma ordem familiar patriarcal. Sob a vigência das duas ordens cons-titucionais,  o  silêncio  sobre  as  mulheres  produziu  distintas  desigualdades  jurídicas  ao  longo  de  dois  séculos.  Mas  essa  não  foi  uma  história  linear  marcada  exclusiva-mente  por  silêncios  e  exclusões.  Os  termos  do  direito  constitucional  incidiram  em  disputas por direitos e garantias que excederam amplamente as intenções dos legis-ladores e dos agentes judiciais. O conjunto da produção no campo da história social ao longo dos últimos 30 anos sobre esse extenso período, mesmo nos casos em que não  assumiu  uma  perspectiva  de  gênero  explícita,  torna-se  um  excelente  guia  para  acompanhar  as  demandas  e  negociações  por  direitos  de  diferentes  grupos  sociais  atravessados pelo gênero.",Open access,"Sueann Caulfield, Cristiana Schettini","Constituição de poderes, constituição de sujeitos: Caminhos da história do Direito no Brasil (1750-1930)","Monica Duarte Dantas, Samuel Barbosa",2525-5959,https://doi.org/10.11606/9786599274411,,Portal de Livros Abertos da USP,10.11606/9786599274411,,Os efeitos do silêncio: desigualdades e direitos das mulheres sob duas constituições oitocentistas,2022
23707,HB-262907-19,A book chapter,,Sandra McGee Deutsch,,"Miranda Lida, Ignacio López, and Luis A. Escobar",,,,Edhasa,,,"""Las mujeres antifascistas y el golpe"" in La dictadura de junio de 1943",2023
23708,HB-262907-19,"Recasting the Nation in Twentieth-Century Argentina tackles the meaning of ""the nation"" by looking to the geographical, ideological, and political peripheries of society.",,Sandra McGee Deutsch,,Benjamin Bryce and David M. K. Sheinin,9781032344010,,,Routledge,,,"“Questioning the Binary:  Two Women’s Tortuous Journeys to the Other Side of the Political      Barricades, 1919-1946.”  In Recasting the Nation in Twentieth-Century Argentina,",2023
