14168,PR-253386-17,"The USC Libraries and Spatial Sciences Institute are using Strabo software to ""transcribe"" text from 25 digital maps. They are evaluating the effectiveness of the software by comparing it to human transcription and OCRing of text and adding the text to metadata records for each of the maps.","Holmes-Wong, Deborah, Chiang, Yao-Yi",,10/25/2017,https://drive.google.com/file/d/0BzpgmJyOLhecRHZyazRCT2xybHc/view?usp=sharing,,,,Unlocking Maps for Discovery and Other Purposes
14169,PR-253386-17,"Historical maps are important resources for various kinds of studies, providing insights for natural science and social science studies such as biology, landscape changes, and history [1]. However, text recognition on maps remains a challenging task because map usually has a complex background in which textual content appears in numerous colors, fonts, sizes, and orientations. Even if we were able to acquire perfectly recognized words and characters automatically, it is still difficult to generate useful information because individual words are not meaningful. For example, a typical result from OCR scanning or manual map digitization is that each recognized bounding box only contains a single word (Figure 1).","Lin, Hao Wen, Chiang, Yao-Yi",ACM SIGSPATIAL,11/07/2017,https://doi.org/10.1145/3178392.3178400,,,,SRC: automatic extraction of phrase-level map labels from historical maps
14170,PR-253386-17,Not available,"Chiang, Yao-Yi",28th International Cartographic Conference,07/02/2017,https://icaci.org/wp-content/uploads/2012/01/icc2017-program.pdf,,,,Linking Historical Maps to the USC Shoah Foundation Visual History Archive. In Proceedings of the 28th International Cartographic Conference
14186,FA-251796-17,An analysis of the work of Spanish Sephardic writer Esther Bendahan,Daniela Flesler,Conference Genealogies of Sepharad. Centro Sefarad-Israel,7/4/2018,,,,,“Sefarad y España en la obra de Esther Bendahan.”
15478,FZ-231375-15,"Discussant: session on Wave Piloting in Micronesia, paper delivered by John Huth",Christina Thompson,,05/08/2019,https://hssonline.org/conferences/ann-ocean-island-shore-placing-the-global-pacific-in-the-age-of-climate-change-workshop/,,,,Discussant: Session on wave piloting in Micronesia
14198,HT-251006-16,"With this contribution, I discuss how the notion of structural balance in networks can contribute to a greater understanding of the circulation of knowledge and ideas between Catholic Tuscany and the Calvinist Dutch Republic. It questions how scholars between these two opposite societies could maintain a balance between, on the other hand, the desire to circulate knowledge, and on the other, the need to avoid tensions. These tensions ranged from restrictions imposed by the Sant'Uffizio, to scholarly rivalries, jealously and competition. Drawing on insights from Social Network Analysis, this paper explores how structural balance can be used to reason about how fissures in an epistolary network may arise from the dynamics of conflicts, disagreement and antagonism between corresponding scholars. The notion of structural balance offers to capture positive and negative links to understand the tensions between these two forces, which either enables or blocks the flow of information throughout the early modern network.   In the context of EMDA2017, with the help of visiting faculty member Sebastian Ahnert, an algorithm was developed to assess the applicability of the structural balance theory in historical research.",Ingeborg van Vugt,Renaissance Society of America,03/23/2018,,,,,Keeping the balance: conflicts and reconciliations in the early modern network
14201,HT-251006-16,An introduction for scholars of history hoping to explore the techniques and affordances of network analysis,"Catherine Medici-Thiemann, Tara S. Wood",American Historical Society Annual Meeting,01/06/2019,,,,,Getting Started in Digital History Workshop: Network Analysis
14206,HT-251006-16,"A paper presented at the German Historical Institute, Washington D.C., October 2018",Rachel Midura,Reconstructing Historical Networks Digitally Conference,10/25/2018,https://www.ghi-dc.org/events-conferences/event-history/2018/conferences/3rd-ghi-digital-humanities-and-digital-history-conf.html?L=0,,,,"Mapping the Post: Networks of Published Postal Itineraries, 1545-1684"
14215,FA-252618-17,"The aftermath of Hurricane Camille, which struck Mississippi, Louisiana, and Virginia in 1969, was a key moment in the broadening of federal responsibility for disaster victims, and can be rightly understood as an expansion of the Great Society public social safety net. At the same time, the policy shifts that unfolded after Camille also broadened the range of voluntary disaster relief organizations that would become highly visible components of post-disaster landscapes. Driving both transformations was the increasingly contested role of the American National Red Cross (ANRC), a non-governmental organization to which Congress had delegated disaster relief for individuals in the early 20th century. Following Camille, critiques of racial discrimination by local ANRC units in Mississippi led to calls for national, public provision; while at the same time, critics derided the organization's bureaucratic and insensitive relationship with disaster victims and obtained official recognition of faith-based groups such as the Salvation Army and Mennonite Disaster Relief.",Andrew Morris,"Policy History Conference (Arizona State University, Tempe, AZ)",05/17/2018,https://jph.asu.edu/2018-program,"The paper is not available electronically, but can be produced upon request. The conference program is available at the URL above. I will append the paper in the ""Supporting Documentation"" section of the Final Report.",,,Hurricane Camille and the Diminishment of the American Red Cross in American Disaster Policy
14218,HT-251006-16,"The Wellcome Library manuscript MS 7113 epitomizes the promise of working with recipe books to reconstruct early modern social networks. Owned by Lady Anne Fanshawe and later inherited by her daughter, MS 7113 shows the effects of marriages, politics, and social upheavals on early modern domestic life, and its yet-unstudied marginal notations and recipes written in English and Spanish bear the influence of Lady Anne's travels to France, Ireland, Portugal, and Spain. As these notations often indicate who donated recipes to the household and as particular dishes such as ""seviche"" and ""Spanish Bacon"" specify recipe and ingredient location, MS 7113 hints at both the social networks within which the Fanshawes operated as well as the way English households engaged with foreign cookery and medicine.   This presentation will trace intersections between Lady Anne's travels and recipe collecting habits while also demonstrating how today's collaborative methods are bringing to light the networks that created early modern manuscript recipe collections. Taking MS 7113 as our model, we will also show how collaborations like The Early Modern Recipes Online Collective and the Herbal History Research Network allow scholars from disparate campuses to map similarly long-distance relationships that influence domestic practice.","Melissa Schultheis, Hillary Nunn",Modern Language Association,01/13/2018,,,,,Using the Methods of Our Manuscripts: Networking and Early Modern Recipe Collaborations
14224,HT-251006-16,forthcoming,Marie-Alice Belle,Renaissance Society of America,03/19/2019,,,,,"""Disclose reading"" and Women's Agency in Seventeenth-Century Translation and Print Networks"
14358,FZ-256516-17,"In September, 1882, a piece of fiction entitled ""Madame de Sade"" appeared on the front pages of Le Figaro. In the story, the young writer Valérie Milotte is sentenced to three months in prison and a fine of two thousand francs because of her salacious publications.   When Marc de Montifaud read ""Madame de Sade"" in the daily paper, she was livid. At the time, there was only one woman in France who had been relentlessly pursued by the court system for salacious writing, and that woman was her. She felt she had no choice but to take the matter into her own hands, literally: she slapped Magnard across the face with his own newspaper at the premiere of the Comédie Francaise. She was in a tailcoat and pants at the time, because—as she noted in her account—having taken on the custom of wearing men's clothing a few years prior, she always wore the appropriate attire for the occasion.My talk will consider this episode as a unique vantage point for considering Marc de Montifaud as a nineteenth-century ""gender outlaw""—to take up Kate Bornstein's notion, which designates someone whose very identity troubles social structures, even when they have no desire to rebel or flout the law. Montifaud did not fit into the available categories for understanding challenges to gender norms in her time. As a result, she worked to make sense of herself by drawing on historical figures who had similarly defied social expectations. By considering the role of gender in her self-defense, my paper will attempt to make sense of the disconnect between Montifaud's own proud self-image, inscribed in French history and tradition, and the scandalous reputation thrust upon her, which imagined her as a threat to those very forces.",Rachel Mesch,Nineteenth-Century French Studies,10/27/2018,,,,,"The Slap: Marc de Montifaud, Gender, and the Nineteenth-Century News Cycle"
14363,RA-235170-16,"This symposium brought together seventeen scholars from a variety of ranks, disciplines and countries doing groundbreaking work on the subject of impersonation/guising/embodiment in modern and early modern South Asia. The expected outcome of the symposium is an edited volume on Impersonation in South Asia, which will be the first scholarly source to examine impersonation both in contemporary performative and quotidian contexts across South Asia. We understand impersonation as the temporary assumption of an identity or guise of a group that is not one's own in social and aesthetic performative contexts, including the same as expressed in literature. Pamela Lothspeich organized the symposium and delivered a paper, ""The Affective Work of Performing Divinity in the Theatre of Ramlila.""",Pamela Lothspeich,Madison South Asia Conference,10/11/2018,https://confsouthasia.wiscweb.wisc.edu/wp-content/uploads/sites/48/2018/10/2018-Annual-Conference-on-South-Asia-Program-Book-FINAL.pdf,conference program,,,Impersonation in South Asia
14364,RA-50039-06,"paper presented in the panel In panel: Politics and Paranoia: Portraying Muslims and Islam in India, Pakistan, and Sri Lanka",Chandra Mallampalli,Madison South Asia Conference,10/12/2018,https://confsouthasia.wiscweb.wisc.edu/wp-content/uploads/sites/48/2018/10/2018-Annual-Conference-on-South-Asia-Program-Book-FINAL.pdf,conference program,,,"Being “Wahhabi” in South India, 1839-42: Defying the Colonial Patronage Order"
14365,RA-50126-14,"paper delivered in panel: In panel: Maintaining Interpretive Ambivalence: Gender, Religion, and Scholarly Interpretation in South Asia",Amy Allocco,Madison South Asia Conference,10/12/2018,https://confsouthasia.wiscweb.wisc.edu/wp-content/uploads/sites/48/2018/10/2018-Annual-Conference-on-South-Asia-Program-Book-FINAL.pdf,conference program,,,"Ten Years, Few Certainties: Interpretive Ambivalence and Gendered Tensions in Death, Deification, and Domestication Narratives"
14366,RA-50126-14,In panel: Bangalore as Multiple City: Urban Responses through Cultures of the Body,Jonathan Shapiro Anjaria,Madison South Asia Conference,10/13/2018,https://confsouthasia.wiscweb.wisc.edu/wp-content/uploads/sites/48/2018/10/2018-Annual-Conference-on-South-Asia-Program-Book-FINAL.pdf,conference program,,,Exposure: Striving and cycling in India
14367,RA-50091-10,"paper given in panel: In panel: Translating Dalit Writing from Hindi as ""World Literature""",Christi Merrill,Madison South Asia Conference,10/13/2018,https://confsouthasia.wiscweb.wisc.edu/wp-content/uploads/sites/48/2018/10/2018-Annual-Conference-on-South-Asia-Program-Book-FINAL.pdf,conference program,,,Bringing the Eccentricities of Translation Center-stage
14403,HD-50088-07,Research findings,"Camarena, Margaret M., Facer, Betty Rose, Abdous, M'hammed",CALICO with IALLT 2008 Annual Conference,03/22/2008,,,,,The Impact of Academic Podcasting on Student Learning Outcomes
14404,HD-50088-07,Project research findings,"Facer, Betty Rose, Camarena, Margaret M., Abdous, M'hammed",SEALLT-MAALLT Joint Conference 2008,02/01/2008,,,,,The Impact of Academic Podcasting on Student Learning Outcomes: Emerging Technologies in the Foreign Language Classroom (NEH-DHI)
14407,HB-251297-17,"This paper considers how the figure of ""motiveless"" crime appeared in the work of certain mid-century southern writers, and in the work of non-southern writers interested in the racial violence of the Jim Crow south. In the staging of ""true crime"" stories by writers as diversely oriented as Gwendolyn Brooks, Eudora Welty, Truman Capote, Richard Wright, and Flannery O'Connor, we see a shared interest in capturing a kind of ""criminal evidence"" not admissible, or relevant, in the courts: the kind of psychological material that made coherent motive finally impossible to identify, thus asserting literature as an important form of ""evidence"" in its own right. This paper suggests that such depictions dramatize anxieties regarding punishment and justice in the context of an un-Constitutional regime, as well as concerns regarding the perceived threat of totalitarianism more broadly and paradoxes inherent to the figure of the abstracted individual posed by certain mid-century ""procedural"" liberalisms.",Rachel K Watson,South By and By: Society for the Study of Southern Literature Biennial Conference,02/14/2018,http://https://www.asle.org/calls-for-papers/society-study-southern-literature-biennial-conference/,South By and By: Society for the Study of Southern Literature Biennial Conference,,,“‘It’s no real pleasure in life’: Motiveless Crime and the Literary Imagination of Jim Crow”
14408,HB-251297-17,"In Holt v. United States (1910), Justice Holmes established a formal distinction between the evidence of the voice and the evidence of the body, marking the Supreme Court's adoption of the Fifth Amendment as a privilege regarding testimonial evidence only. But by the 1950s, developments in police procedure, crossed with due process decisions of the Warren Court, provoked new deliberations on doctrinally held Cartesian distinctions between the mind and the body: that is, between registers according to which a legal person may be taken by the police as a voluntary source of their own ""evidence."" In Rochin v California (1952), Justices Black and Douglas extended the privilege of the Fifth Amendment by invoking the bodily boundaries implied by the Fourth, to include: ""words taken from his lips, capsules taken from his stomach, blood taken from his veins."" But 13 years later, in Schmerber v. California (1966), Justice Brennan would again limit the scope of the Fifth Amendment protection to ""testimonial evidence,"" explicitly excluding all forms of ""physical"" evidence from the protection against self-incrimination: blood, fingerprints, voice and handwriting samples, and standing in a line-up. The decision split the Court 5-4, with each dissent (including that of Chief Justice Warren) citing due process concerns raised by allowing the forcible extraction of evidence from the body as excluded from the right to protection from self-incrimination.  This paper considers the stakes of such juridical distinctions in the context of how American writers dramatized resonant relations of power between the state and the individual throughout a period that put intense pressure on the limits of police power and the integrity of the body: that of de jure and de facto racial segregation. Texts to be considered include Richard Wright's The Man Who Lived Underground (1941), William Faulkner's Requiem for a Nun (1950), and Harper Lee's To Kill a Mockingbird (1960).",Rachel K Watson,"ASSOCIATION FOR THE STUDY OF LAW, CULTURE, AND THE HUMANITIES TWENTY-FIRST ANNUAL CONFERENCE",03/16/2018,http://http://lawculturehumanities.com/past-conferences/,"ASSOCIATION FOR THE STUDY OF LAW, CULTURE, AND THE HUMANITIES TWENTY-FIRST ANNUAL CONFERENCE",,,“‘Blood taken from his veins’: Self-Incrimination and the Limits of Personhood.”
14458,PJ-50039-08,"Did you know that some content published aOer 1922 might be in the public domain? Understanding how copyright applies to your collecOons is a key step in creaOng digiOzaOon, exhibit or other public access projects. A?end this session to learn more about how copyright laws apply to materials published 1923–1977. Using newspapers as a case study, you will also learn how to use U.S. Copyright Office resources to research the copyright status of works from this Ome period and how you might be able to move your public access projects beyond 1922, the standard cut-off point for public domain works.",Jenni Salamon,Society of Ohio Archivists Annual Conference,5/18/2018,,,,,Moving Beyond 1922: Understanding Public Domain and Copyright for Works Published 1923–1977
14459,PJ-50039-08,"Newspapers contain vast amounts of family history information beyond obituaries yet are often overlooked as a resource. This presentation will cover birth, death and marriage announcements as well as legal notices, estate, land, and tax information and community ""gossip"" columns.  We will also discuss search strategies for locating newspaper holdings at both the Ohio History Connection and other institutions through online collection catalogs. In addition, this presentation will introduce and demonstrate the use of Chronicling America and other digital newspaper resources for genealogy research.",Jenni Salamon,Colonial Dames XVII Century - Ohio Chapter Annual Conference,8/4/2018,,,,,Newspaper Research for the Family Historian
14510,FA-57954-14,"""Early Modern Interdisciplinarity in the Low Countries: Organ Pipe Treatises, Aldermen and Altarpieces, and Guillaume Du Fay and the Organ, Invited paper delivered 22 November 2018 at the Musikwissenschaftliches Institut of the Universitaet Tuebingen on the series ""Sacred Sound.""",Barbara Haggh-Huglo,"Invited Paper on series 'Sacred Sound', Musicology Seminar, University of Tuebingen, Germany",11-22-2018,,,,,"Early Modern Interdisciplinarity in the Low Countries: Organ Pipe Treatises, Aldermen and Altarpieces, and Guillaume Du Fay and the Organ"
14523,PW-228188-15,"New England's Hidden Histories, a project of the Congregational Library in Boston, seeks to identify, secure digitize, transcribe, and post online New England's most valuable early manuscript church records. We believe these documents cast more light on life and culture in early New England than any other discrete set of sources. This presentation discusses the birth and growth of our project, and the many ways in which scholars and the public will find value in these records.",James Cooper,"Omohundro National Conference of Early Americanists, Worcester, MA",06/22/2016,,,,,"""Introducing New England's Hidden Histories"""
14551,AC-253408-17,"Dr Miller presented on the ""Meanings of War"" project and participated in a roundtable discussion.",Karen Miller,Moral Transformation and War,04/27/2018,http://www.roosevelthouse.hunter.cuny.edu/events/moral-transformation-war-conference/,,,,Moral Transformation and War/Meanings of War
14552,AC-253408-17,"Building on her research on conflict and the Philippines, Dr. Miller presented this paper and chaired a panel at the Association of Asian Studies annual meeting",Karen Miller,Association of Asian Studies,03/21/2019,http://www.asian-studies.org/Portals/55/Complete%20Program%20for%20website-compressed-v4jy.pdf?ver=2019-02-08-153503-183,,,,Circulation as Solution: Rural Insurgency and Christian Filipino Homesteading in the Colonial Philippines
14553,AC-253408-17,"Building on her research on conflict and the Philippines (a topic examined during the seminars), Dr. Miller presented her research at the annual meeting of the Society of Historians of American Foreign Relations",Karen Miller,Society of Historians of American Foreign Relations,06/20/2019,https://shafr.org/conferences/annual/2019-annual-meeting,,,,"Sitio Campo, “Land Grabbing,” and Indigenous Peoples’ Rights in the Philippines"
14555,FZ-256468-17,"Presented at the international conference, ""Below Ground: Mass Grave Exhumations and Human Rights in Historical, Transnational and Comparative Perspective,"" Center for Human and Social Sciences (CCHS), Spanish National Research Council (CSIC), San Sebastian, Spain.",Sarah Wagner,,07/19/2018,,,,,Homecoming: MIA Accounting and the Vietnam War
14557,FZ-256468-17,"Presented at the international conference, ""The Sociopolitical Lives of the Dead,"" Radboud University, Nijmegen, Netherlands",Sarah Wagner,,11/01/2018,,,,,"Unsettled Memories, Unsettling Remains: The Missing and the Returned from the Vietnam War"
14558,FZ-256468-17,"Keynote lecture presented at the CultCommWar Workshop Four: American Wars, American Memory, Rothemere American Institute, University of Oxford",Sarah Wagner,,11/30/2018,,,,,Bringing Them Home: The Politics and Symbolics of MIA Accounting
14563,HAA-261214-18,"In this presentation I will present the early, NEH-funded prototype of a digital map of pre- and post-contact American Indian tribal and national regions, cultural histories, and tribally submitted and approved data that is non-archaeological in nature.  The prototype, upon completion, will consist of a national map with general information and dynamic details related to three indigenous nations: the Osage, Modoc, and the consolidated Pomo/Miwok.  This map will be available to scholars and the public, and envisions future collaboration with, and a centralized reference site for, existing indigenous maps and digital sites. We intend in this project to connect the study of humanities (specifically, indigenous histories and cultures) to conditions of social and cultural life by enabling the public, around the world, to access current and historical maps, cultural practices, and other data related to the life of indigenous peoples.",Janet Berry Hess,"Association of Tribal Archives, Libraries, and Museums",11/6/18,,,,,Mapping Indigenous American Cultures and Living Histories
14564,HAA-261214-18,"In this presentation I will discuss some of the challenges and rewards of creating a digital prototype resource focused on the Federated Graton Rancheria (Pomo/Miwok), the Modoc and the Osage.  The National Endowment for the Humanities funded this project, which will create the prototype of a digital map of pre- and post-contact American Indian tribal and national regions, cultural histories, and tribally submitted and approved data that is non-archaeological in nature.  The prototype, upon completion, will consist of a national map with general information and dynamic details related to three specific nations.  This map will be available to scholars and the public, and envisions future collaboration with, and a centralized reference site for, existing Indigenous maps and digital sites. We intend in this project to connect the study of humanities (specifically, Indigenous histories and cultures) to conditions of social and cultural life by enabling the public, around the world, to access current and historical maps, cultural practices, and other data related to the life of Indigenous peoples.",Janet Berry Hess,"Whittier College, ""Indigenous Mapping""",11/28/18,,,,,Indigenous American Cultures Mapping Project
14565,HAA-261214-18,"In this presentation, I will invite commentary and suggestions for the construction of a collaborative digital resource, ""Mapping Indigenous American Cultures and Living Histories,"" funded by the National Endowment for the Humanities.  The primacy of Indigenous voices in constructing such resources is emphasized in the existing structure of the project.  In addition to presenting the digital map, I invite discussion on such issues as, how do we avoid the Western cartographic bias in mapmaking?  How can Mukurtu assist in creating culturally sensitive digital resources?  How can collaboration be achieved in a single resource when private and sacred materials and knowledge sets are involved?",Janet Berry Hess,Association of Indigenous American Studies Conference,2/6/19,,,,,Collaboration and Mapmaking: Indigenous America
14582,FZ-256497-17,"The history of emotions can be used to interpret military history in new ways.  In particular the very concepts of fear, honor, and shame can all be employed in interpreting the reality, perception, and performance of surrender.",John A. Lynn II,": “Émotions en Bataille: Sentiments, sensibilités et communités de la première modernité",10/27/2018,,,,,“The Intersection of Military History and the History of Emotions: Reconsidering Fear and Honor.”
14583,FZ-256497-17,"This was a presentation of my conceptual model of surrender as described in this final report.  Two complicate to state here as an abstract.  In concluded arguing that the two most important consequences of surrender were acquiescence to defeat or the transformation of the armed conflict into another kind of political violence, e.g. from conventional war to terrorism.",John A. Lynn II,"“Cesser le feu, Cesser les combats?”",11/27/2020,,,,,"""What Does Surrender Mean?"""
14592,RQ-50772-13,"At nearly every concert of Javanese gamelan music outside of Indonesia, there is a good chance that someone in the audience will want to know the answer to the following question: ""What were they singing about just now?"" And there is just as good a chance that no one present will be able to answer, because 1) the musicians themselves are unlikely to know fully what the words mean, and 2) the lyrics are extremely heterogeneous and include many lines that do not carry any propositional meaning (the first part of a riddle or of a rhymed couplet, for instance), such that a full answer to that question would take many hours to explain. Because of the extreme heterogeneity of the texts in much traditional Javanese gamelan music, it is often impossible to summarize the meaning of the texts in a single piece, let alone in an entire concert. This leads to the following questions: is there an ""about"" in the lyrics of Javanese gamelan music, and, if not, what function might the lyrics play in gamelan performance?  After analyzing the different relations between words and music in various musical and literary genres in Javanese vocal music (which, to be sure, includes genres in which the music can be said to express the words, and the words are about something), I consider whether a distinctively Javanese way of incorporating poetry into music--which predominates in traditional gendhings (gamelan pieces)--isn't partly responsible for a decline in the popularity of traditional gamelan music in Java. That is, with mass-mediated popular music dominating the airwaves in Indonesia, listeners come to expect fairly straightforward, relatable lyrics that not only are about something, but are expressed in the music, as well. Yet, could it be that the more enigmatic, fragmentary, ""aboutless"" way of using texts in gamelan music could be seen as partaking of a postmodern aesthetic, and hence could help give it a newfound cachet?",Marc Benamou,"Gamelan Culture: Roots, Expression, and World View (part of the International Gamelan Festival) Panel: “Praxis and Gamelan Aesthetics” Held at Institut Seni Indonesia in Surakarta, Indonesia",08/11/2018,,,,,"""Apakah Ada 'Tentangnya'? Renungan-Renungan bab Cakepan Karawitan Jawa"" (Is there an ""about""? Musings on the lyrics of Javanese gamelan music)"
14622,PR-253389-17,Poster presented on Keeping Data Alive (KDA): Supporting Reuse and Repurposing of 3D Data in the Humanities.,"Heather Richards-Rissetto, Rachel Opitz",CS3DP (Community Standards for 3D Data Preservation) Forum I,2/5/2018,http://http://gis.wustl.edu/dgs/cs3dp/cs3dp-f1-agenda/,,,,Keeping 3D Data Alive
14623,PR-253389-17,"Digital humanities brings unique challenges and opportunities to ""keeping data alive"" that are leading to innovative cross- disciplinary solutions. Data preservation involves standards, guidelines, open-source vs. proprietary software, accessibility, and much more. While establishing best practices, cultivating a community of experts, and developing infrastructure for 3D data used in cultural heritage has been the focus of several coordinated efforts in Europe over the past decade, efforts have been less systematic in the United States. Recently, however, digital humanities practitioners have spearheaded 3D data preservation and sharing in the United States.   While humanities scholarship uses many types of 3D models, the case study focuses on 3D models of ancient Maya architecture generated from multiple data sources including architectural drawings, excavation reports, Geographic Information Systems (GIS), and airborne LiDAR. To contribute to 3D data preservation efforts, while maintaining realistic goals, the MayaCityBuilder Project focuses on procedural modeling—rapid prototyping of 3D models from a set of rules. Procedural modeling is ideally suited for the development of 3D modeling standards that promote data interoperability, dissemination, and reuse because they bring with them the underlying metadata, paradata (information about modeling choices), and descriptive data.   We present an overview of the workflows we are developing to serve our objective of data reuse and more broadly access and preservation of 3D data. Additionally, we discuss how these workflows relate to the next phase of the project, i.e., prototype development. The prototype will take advantage of recent developments in web technology, namely the adoption of WebGL that renders interactive 2D and 3D computer graphics in browsers without plugins.","Heather Richards-Rissetto, Rachel Opitz, Fabrizio Galeazzi",Digital Humanities 2018 Puentes-Bridges (Mexico City),6/29/2019,http://https://dh2018.adho.org/abstracts/,,,,Keeping 3D Data Alive (KDA): Developments in the MayaCityBuilder Project
14625,PR-253389-17,We presented on the KDA research at the Library of Congress Forum on Born to Be 3D: Digital Stewardship of Intrinsic 3D Data.,"Heather Richards-Rissetto, Rachel Optiz",Library of Congress Forum on Born to Be 3D: Digital Stewardship of Intrinsic 3D Data,11/2/2018,http://https://www.loc.gov/preservation/digital/meetings/b2b3d/b2b3d2018.html,,,,Keeping 3D Data Alive:  From MayaArch3D to MayaCityBuilder
14637,HAA-255990-17,"This conference paper examines the attitudes, experiences, and worldviews of Maseno University and Cleveland State University students who participated in collaborative research associated with both the Curating Kisumu and Curating East Africa grants, and how they changed after the students participated in a research collaboration between their universities. It explores the role of the research project in the transformation of the identity and worldview of the students who were involved.","Meshack Owino, Mark Souther","19th Annual Africa Conference, University of Texas-Austin",3/30/2019,https://liberalarts.utexas.edu/africa-conference/conference-schedule1/conference-schedule.php,Conference program,,,"Mobilizing Digital Public Humanities for a New Sense of Global Citizenship in Africa: The Example of Collaboration between Cleveland State University, USA, and Maseno University, Kenya"
14646,FA-252520-17,Panel discussant,Danielle R. Olden,Western History Association,11/02/2017,https://www.westernhistory.org/2017,"Western History Association, San Diego, CA, 2017, includes link to conference program",,,Laying Down the Law: Critical Legal Histories of the North American West
14650,HAA-256175-17,"We are proposing a showcase that will present the findings of a NEH Digital Humanities Advancement grant-funded workshop, to take place in Spring 2018.  This workshop will bring together editors and technical experts currently engaged with or interested in two open-source content management systems—Omeka and Drupal—to explore how the platforms are currently being used at projects and the editorial and publication needs that drove each project's development as well as projects that are considering digital publication and/or technical solutions, review the project requirements, and compile a list of must have features and functionalities.  The showcase will consist of posters* and two computers.  Two of the posters will present ""What is Drupal"" and ""What is Omeka,"" focusing on how both platforms can be used for editorial work and publication; additional posters will illustrate use cases: the Jane Addams Papers Project, the George Washington Financial Papers Project, and others (ie. Martin Van Buren Papers project, Civil War Governors of Kentucky, Howard Thurman Papers Project). Hajo and Stertzer (and other participating project directors) will be on hand to discuss the platforms and findings as well as solicit feedback and ideas for additional options and future development work.  There will also be two computers available for digital demonstrations of both platforms.","Jennifer Stertzer, Cathy Hajo",Association for Documentary Editing,6/21/2018,,,,,The Development of Digital Documentary Editing Platforms
14651,PW-253826-17,"The American Prison Writing Archive (APWA) is a digital platform for non-fiction essays by incarcerated people writing about their experience inside.  It seeks to disaggregate this population into singular minds and ideas. Narratives of the human costs of incarceration enable and invite humanists—with their highly nuanced methods of critical reading—to help counter the ‘big data' approach to carceral statehood with an unfolding of big narrative witness. In the 2,500,000+-word APWA, academic commitment to both professional scholarship and public activism can join in a project that removes scholars from the roles of leading voices and into the work of secondary witnesses facilitating the labor of the organic intellects now burgeoning at the receiving end of law's violence.  This capacity will be put into (preliminary) practice in real time among audience members.   The paper will begin with a five-minute PowerPoint history of the analog inception and into-digital growth of the APWA. It will then lead the audience through the basic search facets of the archive, asking readers to focus on essays by incarcerated women of color (nb: i-phones are adequate for this work).  After a few minutes given to reading among these essays, the session will enter open discussion of what readers have found; stepping off from this discussion, the presenter will conclude by suggesting ways to curate and make critical use of prison witness more generally.",Doran Larson,"2019 conference of the Society for the Study of Law, Culture and the Humanities. Ottawa, Ontario",3/23/19,http://lawculturehumanities.com/overview,"Website for 2019 conference of the Society for the Study of Law, Culture and the Humanities",,,Prison Witness: A Working Introduction to The American Prison Writing Archive
14671,FA-251848-17,"Although no Caribbean country has a Muslim majority population, Islam has been an important presence for at least five centuries. The major conduits of Islam in the region were labor schemes: African slavery and Indian indenture. At the same time, Islam's Caribbean journeys included explorers and emigrants who hailed from diverse societies and cultures around the globe, and who have been devotees of varying schools of Islamic thought. Scholarship on Caribbean Islam and Muslims typically has emphasized either Africans or Indians, although also acknowledging the heterogeneous practitioners and practices that define them. These complexities have important implications for the ways that racial and religious identities are characterized with regard to Caribbean Muslims. Based on my forthcoming book, my presentation considers the ways that ""African"" and ""Indian"" racial identities in the Caribbean are constituted through their historical intersection with ideas about religion and religious identities. I argue that this nexus—the racialization of religion and religionization of race—is key to understanding the hierarchies of human ""types"" that inform the perception and the practice of Islam in the colonial and post-independence eras. My discussion will draw from the Caribbean cultural phenomenon known as ""Hosay,"" the region's local version of the Islamic mourning ritual, Muharram.",Aisha Khan,"Islam in America speaker series, Department of Religious Studies, Abbasi Program in Islamic Studies, and Mediterranean Studies Forum, Stanford University",04/15/19,,,,,"“Race and its Religious Identities: Islamic Provenance and Caribbean Hosay,”"
14673,HAA-261266-18,"While many digital asset management platforms and digital libraries exist, most have been designed for technically savvy users and not the older adults who are a key audience for our Digital Drawer platform. In the domain of digital humanities collections, our project is significant in that we are utilizing a participatory design (PD) process wherein all of the stakeholders and potential users of a system are actively involved in the design process to help insure the result meets their needs and is usable. This paper presents a case study on the PD process and the challenges of designing a crowd-sourced media and metadata submission tool for the Historic Rural Churches of Georgia to accommodate older adult users with low technical savvy and disabilities. We report on the PD process to design the user interface and user experience (UI/UX) for this user demographic, present conclusions and plans for future work.","Scott Robertson, Laura Levy, Amelia Lambeth, Jesse P. Karlsberg",21st International Conference on Human-Computer Interaction,07/26/2019,http://2019.hci.international,"Paper to be published July, 2019. The URL provided is the main conference URL.",,,"The Digital Drawer: A Crowd-Sourced, Curated, Digital Archive Preserving History and Memory"
14676,HAA-261290-18,"Spatial Thinking Workshop with first-year seminar class; ""Placing History: Visualizing the Past with Geographic Information Systems (GIS)"" (brown-bag talk); and ""Geographies of the Holocaust"" (formal lecture)",Anne Kelly Knowles,,9/21/2018,https://dss.lafayette.edu/2018/09/17/dss-welcomes-leading-historical-geographer-anne-kelly-knowles/,,,,Three presentations as visiting lecturer
14677,HAA-261290-18,Conference paper summarizing the Holocaust Ghettos Project and the historical questions we hope to answer.,"Paul B. Jaskot, Anne Kelly Knowles, Anika Walke, Justus Hillebrand",German Studies Association,9/28/2019,,,,,What Were Holocaust Ghettos?
